Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
AT;Niederösterreich;AT30701;48.5288888884,15.9427777778;PM10;EEA Austria;µg/m³;30.0;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT32302;48.2012999995,15.6204;PM10;EEA Austria;µg/m³;33.0;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90TAB;48.2167394439,16.3809180556;PM2.5;EEA Austria;µg/m³;24.88100051;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S431;48.3027777772,14.2827777778;CO;EEA Austria;µg/m³;239.23499;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60156;47.3480599995,15.882222;O3;EEA Austria;µg/m³;47.408;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30302;48.0502779995,16.675278;NO2;EEA Austria;µg/m³;4.58949613;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S156;48.2577777772,13.0397222222;PM10;EEA Austria;µg/m³;25.97299957;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72519;47.4285527995,11.8718028;PM10;EEA Austria;µg/m³;25.87849998;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72519;47.4285527995,11.8718028;SO2;EEA Austria;µg/m³;0.98050004;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT900ZA;48.2489929995,16.357079;SO2;EEA Austria;µg/m³;3.75394344;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S407;48.0008333328,13.6675;SO2;EEA Austria;µg/m³;0.94499999;2021-11-25T10:00:00+01:00;Austria
AT;Austria;Wörgl;47.4891833281,12.0675183692;NO2;EEA Austria;µg/m³;61.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Gratwein;47.1422262873,15.3255282417;NO2;EEA Austria;µg/m³;46.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Stixneusiedl;48.0508581903,16.6766842605;NO2;EEA Austria;µg/m³;11.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Klein St. Paul - Pemberg;46.8419233416,14.5289022477;PM10;EEA Austria;µg/m³;1.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Tamsweg - Untere Postgasse;47.1258485147,13.8069262539;O3;EEA Austria;µg/m³;66.0;2016-12-12T10:00:00+01:00;Austria
AT;Niederösterreich;AT30202;48.1061110995,15.919444444;SO2;EEA Austria;µg/m³;2.0999999;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90A23;48.2030599995,16.43455;PM2.5;EEA Austria;µg/m³;24.90050125;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30502;48.8786110995,15.04666667;SO2;EEA Austria;µg/m³;1.79999995;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60178;47.2157029995,15.628392;PM2.5;EEA Austria;µg/m³;23.9495697;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT0ENK1;48.3917199995,13.67114;PM2.5;EEA Austria;µg/m³;15.27000045;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S415;48.3233329995,14.2977778;SO2;EEA Austria;µg/m³;1.88999986;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60142;47.375555555,15.0745;NO2;EEA Austria;µg/m³;29.61927413;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2WO35;46.7083329995,14.891667;NO2;EEA Austria;µg/m³;11.8249998;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72538;47.4587169995,11.90995;O3;EEA Austria;µg/m³;6.358;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT32301;48.2124999995,15.634167;PM2.5;EEA Austria;µg/m³;24.5;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60151;46.8713888884,15.4958333333;PM10;EEA Austria;µg/m³;18.24235916;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60185;46.7674999995,15.956111;NO2;EEA Austria;µg/m³;5.14998817;2017-07-20T21:00:00+02:00;Austria
AT;Steiermark;AT60156;47.3480599995,15.882222;PM10;EEA Austria;µg/m³;13.06016349;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9KEND;48.2049999995,16.30975;PM10;EEA Austria;µg/m³;29.66699981;2021-11-25T10:00:00+01:00;Austria
AT;Burgenland;AT10002;47.3394099995,16.20808;PM10;EEA Austria;µg/m³;38.16345214;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60141;47.3588888884,15.1036111111;PM10;EEA Austria;µg/m³;32.20630645;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90AKC;48.2195169995,16.345552;PM2.5;EEA Austria;µg/m³;24.61149978;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S125;47.7161111106,13.6322222222;O3;EEA Austria;µg/m³;29.385;2021-11-25T09:00:00+01:00;Austria
AT;Niederösterreich;AT30201;47.9591669995,16.205833;NO2;EEA Austria;µg/m³;13.00357246;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9LIES;48.1412499995,16.30127778;NO2;EEA Austria;µg/m³;15.19256591;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31904;48.2763888884,15.935;SO2;EEA Austria;µg/m³;6.0;2020-12-04T09:00:00+01:00;Austria
AT;Austria;Wien Stephansplatz;48.2089060893,16.3738621782;O3;EEA Austria;µg/m³;45.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Kaiserebersdorf;48.1569167138,16.4755514684;PM10;EEA Austria;µg/m³;8.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Kaiserebersdorf;48.1569167138,16.4755514684;SO2;EEA Austria;µg/m³;4.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Hallein B159;47.6830699731,13.1019284189;CO;EEA Austria;µg/m³;826.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Lobau - Grundwasserwerk;48.1624895263,16.5266656081;PM10;EEA Austria;µg/m³;11.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Laaer Berg;48.1614109647,16.3928166307;O3;EEA Austria;µg/m³;38.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Hochwurzen;47.3583297239,13.633371741;O3;EEA Austria;µg/m³;72.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wald am Arlberg;47.1278043348,10.0469378006;O3;EEA Austria;µg/m³;46.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Gaudenzdorf;48.1877693063,16.3405346812;PM10;EEA Austria;µg/m³;11.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Villach Tirolerbrücke;46.61113012,13.8411520662;PM10;EEA Austria;µg/m³;31.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Linz Römerberg;48.3030472699,14.2830333544;CO;EEA Austria;µg/m³;310.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Tulln Leopoldgasse;48.3313633254,16.0594518288;PM10;EEA Austria;µg/m³;10.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Amstetten;48.1202888808,14.879155377;PM10;EEA Austria;µg/m³;6.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Bad Ischl;47.7166845556,13.6328327518;PM10;EEA Austria;µg/m³;14.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Bad Ischl;47.7166845556,13.6328327518;O3;EEA Austria;µg/m³;18.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Tamsweg - Untere Postgasse;47.1258485147,13.8069262539;NO2;EEA Austria;µg/m³;9.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Illmitz;47.7700243274,16.7664259574;PM10;EEA Austria;µg/m³;3.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Graz Ost Petersgasse;47.0594302338,15.4661145836;NO2;EEA Austria;µg/m³;83.0;2016-12-12T10:00:00+01:00;Austria
AT;Oberösterreich;AT0ZOE2;47.8386110995,14.441388889;SO2;EEA Austria;µg/m³;0.365;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S406;48.1649999995,14.035556;NO2;EEA Austria;µg/m³;18.71500015;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT32401;47.8141666695,16.255;NO2;EEA Austria;µg/m³;16.15885162;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30603;48.0861111105,16.433333333;PM10;EEA Austria;µg/m³;29.0;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S173;48.2788888884,14.3658333333;PM2.5;EEA Austria;µg/m³;21.88999938;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S415;48.3233329995,14.2977778;PM2.5;EEA Austria;µg/m³;22.77199935;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60190;46.6519499995,15.36778;O3;EEA Austria;µg/m³;23.943;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2KA21;46.6255599995,14.31806;PM10;EEA Austria;µg/m³;27.95999908;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60142;47.375555555,15.0745;CO;EEA Austria;µg/m³;3393.48888;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30902;48.3852769995,16.182222;NO2;EEA Austria;µg/m³;19.50535774;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72550;47.4689166995,11.958036;NO2;EEA Austria;µg/m³;23.31299972;2021-11-25T10:00:00+01:00;Austria
AT;Salzburg;AT52055;47.6502777995,13.232778;O3;EEA Austria;µg/m³;63.255;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT32301;48.2124999995,15.634167;PM10;EEA Austria;µg/m³;31.5;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9STAD;48.2263608328,16.458345;NO2;EEA Austria;µg/m³;9.61480045;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60185;46.7674999995,15.956111;SO2;EEA Austria;µg/m³;1.91980147;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72223;47.2395527995,11.390653;NO2;EEA Austria;µg/m³;59.060997;2021-11-25T10:00:00+01:00;Austria
AT;Burgenland;AT0ILL1;47.7702799995,16.76639;SO2;EEA Austria;µg/m³;3.67466783;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72530;47.4885582995,12.066633;O3;EEA Austria;µg/m³;5.554;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31701;48.3702779995,15.543611;O3;EEA Austria;µg/m³;33.723;2021-11-25T10:00:00+01:00;Austria
AT;Amt der Salzburger Landesregierung;Zederhaus A10;47.1540699995,13.50508;NO2;EEA Austria;µg/m³;15.87200737;2017-07-20T21:00:00+02:00;Austria
AT;Amt der Nieder�sterreichischen Landesregierung;Mannsw�rth bei Schwechat, Danubiastra�e/A4;48.1449999995,16.51111;PM10;EEA Austria;µg/m³;30.0;2017-07-20T21:00:00+02:00;Austria
AT;Austria;Vomp A12 Inntalautobahn;47.3491401391,11.6931005588;NO2;EEA Austria;µg/m³;86.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Spittal a.d.Drau Oktoberstrasse;46.8016611483,13.4955701764;PM10;EEA Austria;µg/m³;26.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien AKH;48.2191420188,16.3458347414;PM10;EEA Austria;µg/m³;10.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Tulln Leopoldgasse;48.3313633254,16.0594518288;SO2;EEA Austria;µg/m³;3.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Fürstenfeld;47.0469446299,16.0789452705;NO2;EEA Austria;µg/m³;53.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Hainburg;48.1439111305,16.9610908795;PM10;EEA Austria;µg/m³;7.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;St. Koloman Kleinhorn;47.6505835144,13.2333519449;O3;EEA Austria;µg/m³;69.0;2016-12-12T09:00:00+01:00;Austria
AT;Steiermark;AT0KLH1;46.7527527862,15.9566845603;NO2;EEA Austria;µg/m³;11.9422512;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S108;48.5311111095,14.5747222222;O3;EEA Austria;µg/m³;55.873;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60180;47.4094429995,15.253333;SO2;EEA Austria;µg/m³;2.99498939;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60180;47.4094429995,15.253333;PM10;EEA Austria;µg/m³;33.82774353;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2SP18;46.8013888884,13.4938888889;NO2;EEA Austria;µg/m³;21.48999977;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2WO35;46.7083329995,14.891667;O3;EEA Austria;µg/m³;8.965;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2F202;46.8419999995,14.529;SO2;EEA Austria;µg/m³;0.45000001;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60135;47.113055555,15.3391666667;SO2;EEA Austria;µg/m³;2.06841135;2021-11-25T10:00:00+01:00;Austria
AT;Salzburg;AT51200;47.8172222217,13.0308333333;O3;EEA Austria;µg/m³;12.172;2021-11-25T10:00:00+01:00;Austria
AT;Salzburg;AT51200;47.8172222217,13.0308333333;PM10;EEA Austria;µg/m³;20.02000045;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31204;48.2133333328,15.1972222222;NO2;EEA Austria;µg/m³;23.32993698;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30065;48.1958349995,16.143612;NO2;EEA Austria;µg/m³;33.08261489;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31901;48.3294449995,16.0625;SO2;EEA Austria;µg/m³;3.5999999;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9SCHA;48.2353699995,16.301563;PM10;EEA Austria;µg/m³;29.98049926;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60106;47.0633299995,15.086667;NO2;EEA Austria;µg/m³;33.08716583;2021-11-25T09:00:00+01:00;Austria
AT;Austria;Krems;48.4094197901,15.6202654864;O3;EEA Austria;µg/m³;41.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Stadlau;48.2280593769,16.4605496031;PM10;EEA Austria;µg/m³;9.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Knittelfeld Parkstraße;47.2102499891,14.8244479762;NO2;EEA Austria;µg/m³;60.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Lienz Amlacherkreuzung;46.8280347551,12.7655991765;NO2;EEA Austria;µg/m³;108.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Innsbruck Reichenau;47.2716650145,11.4177669242;PM10;EEA Austria;µg/m³;53.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Bockberg;46.8730674222,15.4950403358;NO2;EEA Austria;µg/m³;9.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Steyr;48.0508581903,14.4405978553;NO2;EEA Austria;µg/m³;11.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Klein St. Paul - Pemberg;46.8419233416,14.5289022477;SO2;EEA Austria;µg/m³;1.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Klagenfurt Kreuzbergl;46.6297014767,14.2891418984;O3;EEA Austria;µg/m³;5.0;2016-12-12T10:00:00+01:00;Austria
AT;Salzburg;AT51000;47.7974999995,13.0536111111;NO2;EEA Austria;µg/m³;29.92733764;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72110;47.2626193995,11.3923611;CO;EEA Austria;µg/m³;424.57598;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60172;47.0692399995,15.431945;CO;EEA Austria;µg/m³;464.81949;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60164;47.0556109995,15.416603;CO;EEA Austria;µg/m³;493.4895;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60170;47.0416679995,15.433056;CO;EEA Austria;µg/m³;462.41647;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30101;48.1202777795,14.878333;NO2;EEA Austria;µg/m³;14.15094566;2021-11-25T10:00:00+01:00;Austria
AT;Salzburg;AT55032;47.1258333328,13.8083333333;O3;EEA Austria;µg/m³;14.866;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30302;48.0502779995,16.675278;PM10;EEA Austria;µg/m³;28.5;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90FLO;48.2610859995,16.396954;NO2;EEA Austria;µg/m³;21.52281951;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31703;48.3533333295,15.74694444;NO2;EEA Austria;µg/m³;35.09052276;2020-12-30T19:00:00+01:00;Austria
AT;Austria;St. Georgen im Lavanttal - Herzogberg;46.7080504923,14.891911454;PM10;EEA Austria;µg/m³;22.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Liesing;48.1380365608,16.2966968953;NO2;EEA Austria;µg/m³;12.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Belgradplatz;48.1750111647,16.3630823948;PM10;EEA Austria;µg/m³;10.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Haunsberg;47.9727944888,13.0158698147;NO2;EEA Austria;µg/m³;9.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Graz Süd Tiergartenweg;47.0419250831,15.4341345595;SO2;EEA Austria;µg/m³;5.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Brixlegg Innweg;47.430816498,11.8727636156;PM10;EEA Austria;µg/m³;19.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Graz Lustbühel;47.0669569059,15.4936030313;O3;EEA Austria;µg/m³;27.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Peggau;47.2058561181,15.346997977;PM10;EEA Austria;µg/m³;16.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Hainburg;48.1439111305,16.9610908795;SO2;EEA Austria;µg/m³;1.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Arnoldstein Gailitz Waldsiedlungsstraße;46.558898771,13.7049674691;SO2;EEA Austria;µg/m³;2.0;2016-12-12T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S404;48.2252777995,14.23888889;O3;EEA Austria;µg/m³;23.763;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S406;48.1649999995,14.035556;PM10;EEA Austria;µg/m³;25.67899894;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S217;48.2094444439,14.4369444444;PM10;EEA Austria;µg/m³;30.05949974;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S108;48.5311111095,14.5747222222;SO2;EEA Austria;µg/m³;1.35500001;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT0VOR1;46.6786111106,12.9744444444;O3;EEA Austria;µg/m³;36.457;2021-11-25T10:00:00+01:00;Austria
AT;Salzburg;AT54057;47.3513869995,13.205556;NO2;EEA Austria;µg/m³;35.9510498;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30101;48.1202777795,14.878333;O3;EEA Austria;µg/m³;23.845;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2VI12;46.6124999995,13.841389;PM10;EEA Austria;µg/m³;19.039999;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S156;48.2577777772,13.0397222222;O3;EEA Austria;µg/m³;26.854;2021-11-25T09:00:00+01:00;Austria
AT;Salzburg;AT51066;47.8055555995,13.043333;CO;EEA Austria;µg/m³;273.54002;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90AKC;48.2195169995,16.345552;NO2;EEA Austria;µg/m³;19.52830123;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9SCHA;48.2353699995,16.301563;PM2.5;EEA Austria;µg/m³;24.39350128;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72106;47.2712899995,11.4169445;NO2;EEA Austria;µg/m³;65.40449523;2021-11-25T10:00:00+01:00;Austria
AT;Tirol;AT72910;46.8277319995,12.765622;NO2;EEA Austria;µg/m³;58.67799758;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31701;48.3702779995,15.543611;NO2;EEA Austria;µg/m³;13.00357246;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT30801;48.7244443995,15.5002778;SO2;EEA Austria;µg/m³;2.25;2021-11-25T09:00:00+01:00;Austria
AT;Austria;Wien Stephansplatz;48.2089060893,16.3738621782;SO2;EEA Austria;µg/m³;3.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Salzburg Lehen Martinstraße;47.8180618127,13.0299733646;PM10;EEA Austria;µg/m³;12.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Hallein B159;47.6830699731,13.1019284189;SO2;EEA Austria;µg/m³;5.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Leoben Zentrum;47.3830302082,15.0899899742;PM10;EEA Austria;µg/m³;16.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Lienz Tristacher See Straße;46.8191835181,12.7658686711;O3;EEA Austria;µg/m³;48.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Hermannskogel;48.2711280763,16.2989426835;NO2;EEA Austria;µg/m³;10.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Gaudenzdorf;48.1877693063,16.3405346812;NO2;EEA Austria;µg/m³;18.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Innsbruck Zentrum Fallmerayerstr.;47.2630699774,11.3930632539;SO2;EEA Austria;µg/m³;8.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Klein St. Paul - Pemberg;46.8419233416,14.5289022477;O3;EEA Austria;µg/m³;68.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Klagenfurt Völkermarkterstrasse;46.6200155505,14.3169896722;CO;EEA Austria;µg/m³;893.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Kematen;48.0449729792,14.7722558582;NO2;EEA Austria;µg/m³;10.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Judenburg;47.1794241894,14.6774835957;NO2;EEA Austria;µg/m³;18.0;2016-12-12T10:00:00+01:00;Austria
AT;Niederösterreich;AT31413;48.0838888884,16.3302777778;PM2.5;EEA Austria;µg/m³;24.0;2021-11-25T08:00:00+01:00;Austria
AT;Niederösterreich;AT30603;48.0861111105,16.433333333;O3;EEA Austria;µg/m³;40.108;2021-11-25T10:00:00+01:00;Austria
AT;Burgenland;AT10001;47.8399999995,16.52806;CO;EEA Austria;µg/m³;253.09997;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31402;48.1249999995,16.331388;CO;EEA Austria;µg/m³;279.35999;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60151;46.8713888884,15.4958333333;O3;EEA Austria;µg/m³;4.783;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT9STEF;48.2081499995,16.3732536111;SO2;EEA Austria;µg/m³;1.1513915;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2F202;46.8419999995,14.529;NO2;EEA Austria;µg/m³;17.38500022;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60198;47.0472219995,16.078888;NO2;EEA Austria;µg/m³;13.42834949;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2WO15;46.8349999995,14.8436111111;O3;EEA Austria;µg/m³;4.615;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90FLO;48.2610859995,16.396954;PM2.5;EEA Austria;µg/m³;25.11050033;2021-11-25T10:00:00+01:00;Austria
AT;Wien;AT90AKC;48.2195169995,16.345552;PM10;EEA Austria;µg/m³;44.92199707;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S407;48.0008333328,13.6675;PM10;EEA Austria;µg/m³;18.20349884;2021-11-25T10:00:00+01:00;Austria
AT;Gemeinde Wien, MA22 Umweltschutz;Rinnb�ckstra�e - A23;48.1841441661,16.4065972222;CO;EEA Austria;µg/m³;0.0;2017-03-29T18:00:00+02:00;Austria
AT;Austria;Bad Vöslau - Gainfarn;47.9599829273,16.2069551984;O3;EEA Austria;µg/m³;51.0;2016-12-12T09:00:00+01:00;Austria
AT;Austria;Graz Mitte Gries;47.0691596333,15.4317091082;CO;EEA Austria;µg/m³;794.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Stadlau;48.2280593769,16.4605496031;NO2;EEA Austria;µg/m³;24.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Graz Don Bosco;47.0555746975,15.4177852213;PM10;EEA Austria;µg/m³;41.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Vorhegg bei Kötschach-Mauthen;46.6797075496,12.9719421973;SO2;EEA Austria;µg/m³;0.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Graz Ost Petersgasse;47.0594302338,15.4661145836;PM10;EEA Austria;µg/m³;51.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Eisenstadt Laschoberstraße;47.840013907,16.5266656081;NO2;EEA Austria;µg/m³;20.0;2016-12-12T09:00:00+01:00;Austria
AT;Oberösterreich;AT4S404;48.2252777995,14.23888889;PM2.5;EEA Austria;µg/m³;21.31150054;2021-11-25T10:00:00+01:00;Austria
AT;Oberösterreich;AT4S217;48.2094444439,14.4369444444;PM2.5;EEA Austria;µg/m³;21.25049972;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60178;47.2157029995,15.628392;O3;EEA Austria;µg/m³;10.308;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31301;48.5786110995,16.5805556;PM10;EEA Austria;µg/m³;25.5;2021-11-25T10:00:00+01:00;Austria
AT;Salzburg;AT56072;47.3266399995,12.795124;O3;EEA Austria;µg/m³;17.161;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60170;47.0416679995,15.433056;NO2;EEA Austria;µg/m³;35.93342971;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60170;47.0416679995,15.433056;O3;EEA Austria;µg/m³;6.131;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60119;47.2103699995,14.8252777778;NO2;EEA Austria;µg/m³;30.20467758;2021-11-25T10:00:00+01:00;Austria
AT;Steiermark;AT60145;47.4458333328,15.29032;PM10;EEA Austria;µg/m³;37.42861175;2021-11-25T10:00:00+01:00;Austria
AT;Kärnten;AT2WO15;46.8349999995,14.8436111111;NO2;EEA Austria;µg/m³;25.0;2021-11-25T10:00:00+01:00;Austria
AT;Vorarlberg;AT80709;47.4596877772,9.64055333333;NO2;EEA Austria;µg/m³;26.90699768;2021-11-25T10:00:00+01:00;Austria
AT;Salzburg;AT52000;47.6830555995,13.1;CO;EEA Austria;µg/m³;430.68;2021-11-25T10:00:00+01:00;Austria
AT;Niederösterreich;AT31703;48.3533333295,15.74694444;SO2;EEA Austria;µg/m³;3.0;2017-07-20T21:00:00+02:00;Austria
AT;Niederösterreich;AT31904;48.2763888884,15.935;NO2;EEA Austria;µg/m³;8.03161811;2020-12-04T10:00:00+01:00;Austria
AT;Austria;Heiterwang;47.447768382,10.7442101242;O3;EEA Austria;µg/m³;10.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Krems;48.4094197901,15.6202654864;SO2;EEA Austria;µg/m³;1.0;2016-12-12T10:00:00+01:00;Austria
AT;Austria;Wien Taborstrasse;48.2180646489,16.3819470158;NO2;EEA Austria;µg/m³;20.0;2016-12-12T10:00:00+01:00;Austria
