id,Date,Location,Rainfall,MinTemp
721,2010-11-21,Albury,0,12.7
722,2010-11-22,Albury,0,14.7
723,2010-11-23,Albury,0,14.8
724,2010-11-24,Albury,0,18.1
725,2010-11-25,Albury,0,18.9
726,2010-11-26,Albury,4,17.9
727,2010-11-27,Albury,19.2,14.8
728,2010-11-28,Albury,18.8,17.8
729,2010-11-29,Albury,14.8,13.6
730,2010-11-30,Albury,1.6,14.4
731,2010-12-01,Albury,12,16.7
732,2010-12-02,Albury,0.6,16.1
733,2010-12-03,Albury,18.4,15.7
734,2010-12-04,Albury,1.2,17.3
735,2010-12-05,Albury,0,16.6
736,2010-12-06,Albury,0,18.9
737,2010-12-07,Albury,0,21.3
738,2010-12-08,Albury,3.2,20.3
739,2010-12-09,Albury,25.6,18
740,2010-12-10,Albury,0,16.7
741,2010-12-11,Albury,0,11.2
742,2010-12-12,Albury,0,15
743,2010-12-13,Albury,0,10.5
744,2010-12-14,Albury,0,13.7
745,2010-12-15,Albury,0,16.1
746,2010-12-16,Albury,0.4,15.1
747,2010-12-17,Albury,0,10.3
748,2010-12-18,Albury,1,14
749,2010-12-19,Albury,3,10.4
750,2010-12-20,Albury,6.2,8.6
751,2010-12-21,Albury,1.6,9.9
752,2010-12-22,Albury,0,9.4
753,2010-12-23,Albury,0,12.3
754,2010-12-24,Albury,0,13.9
755,2010-12-25,Albury,0,19.3
756,2010-12-26,Albury,1,17.5
757,2010-12-27,Albury,0,11.3
758,2010-12-28,Albury,0,9.1
759,2010-12-29,Albury,0,13.5
760,2010-12-30,Albury,0,14.8
761,2010-12-31,Albury,0,15.7
762,2011-01-01,Albury,0,23.2
763,2011-01-02,Albury,0.6,20.1
764,2011-01-03,Albury,0,13.6
765,2011-01-04,Albury,0,13.9
766,2011-01-05,Albury,0,16
767,2011-01-06,Albury,0,16.5
768,2011-01-07,Albury,0,16.1
769,2011-01-08,Albury,0,17.8
770,2011-01-09,Albury,0,20.1
771,2011-01-10,Albury,35,20.1
772,2011-01-11,Albury,1.4,21.6
773,2011-01-12,Albury,5,21.5
774,2011-01-13,Albury,14.2,22.1
775,2011-01-14,Albury,2.4,24
776,2011-01-15,Albury,13.8,19.9
777,2011-01-16,Albury,0,18.5
778,2011-01-17,Albury,0,19.8
779,2011-01-18,Albury,0,12.9
780,2011-01-19,Albury,0,12.9
781,2011-01-20,Albury,0,16.1
782,2011-01-21,Albury,0,17.8
783,2011-01-22,Albury,0,19.8
784,2011-01-23,Albury,0,20.7
785,2011-01-24,Albury,0,19.8
786,2011-01-25,Albury,0,14.9
787,2011-01-26,Albury,0,21.1
788,2011-01-27,Albury,0,14.3
789,2011-01-28,Albury,0,12.6
790,2011-01-29,Albury,0,14.5
791,2011-01-30,Albury,0,16.7
792,2011-01-31,Albury,0,19.9
793,2011-02-01,Albury,0,20.5
794,2011-02-02,Albury,0,21.9
795,2011-02-03,Albury,3.4,21.9
796,2011-02-04,Albury,2.6,22.5
797,2011-02-05,Albury,99.2,20.4
798,2011-02-06,Albury,51,14.7
799,2011-02-07,Albury,0,10.8
800,2011-02-08,Albury,0,13.4
801,2011-02-09,Albury,0,15
802,2011-02-10,Albury,0,17
803,2011-02-11,Albury,39.8,19.8
804,2011-02-12,Albury,28.2,18.7
805,2011-02-13,Albury,0,15.1
806,2011-02-14,Albury,0,14.5
807,2011-02-15,Albury,0,16.4
808,2011-02-16,Albury,0.2,18.9
809,2011-02-17,Albury,5.8,18.9
810,2011-02-18,Albury,0,19.3
811,2011-02-19,Albury,12.2,21.7
812,2011-02-20,Albury,12.8,16.7
813,2011-02-21,Albury,0,10.1
814,2011-02-22,Albury,0,12.3
815,2011-02-23,Albury,0.2,12.6
816,2011-02-24,Albury,0,13.9
817,2011-02-25,Albury,0,16.5
818,2011-02-26,Albury,0,15.6
819,2011-02-27,Albury,0.2,19.6
820,2011-02-28,Albury,11.8,17.9
821,2011-03-01,Albury,0,16
822,2011-03-02,Albury,0,8.8
823,2011-03-03,Albury,0,8.4
824,2011-03-04,Albury,0,8.6
825,2011-03-05,Albury,0,11.5
826,2011-03-06,Albury,0,9.6
827,2011-03-07,Albury,0,10.6
828,2011-03-08,Albury,0,11.4
829,2011-03-09,Albury,0,16.8
830,2011-03-10,Albury,13.4,18.7
831,2011-03-11,Albury,10.2,16.8
832,2011-03-12,Albury,0.6,17.2
833,2011-03-13,Albury,0.6,19.6
834,2011-03-14,Albury,19.8,18.2
835,2011-03-15,Albury,0.2,16.3
836,2011-03-16,Albury,0.4,17.1
837,2011-03-17,Albury,0.2,12.1
838,2011-03-18,Albury,0,12.8
839,2011-03-19,Albury,0,13.3
840,2011-03-20,Albury,0,13.9
841,2011-03-21,Albury,0,18.2
842,2011-03-22,Albury,0,18.6
843,2011-03-23,Albury,0,16.3
844,2011-03-24,Albury,8,13.9
845,2011-03-25,Albury,0,13.3
846,2011-03-26,Albury,0,9.6
847,2011-03-27,Albury,0,9.8
848,2011-03-28,Albury,0,10.2
849,2011-03-29,Albury,0,11.5
850,2011-03-30,Albury,0,12.3
851,2011-03-31,Albury,0.2,7.2
852,2011-05-01,Albury,0,8.7
853,2011-05-02,Albury,0,12.3
854,2011-05-03,Albury,0,9
855,2011-05-04,Albury,0.6,6.7
856,2011-05-05,Albury,0.2,4.4
857,2011-05-06,Albury,0,2.8
858,2011-05-07,Albury,0,3.4
859,2011-05-08,Albury,0,2.1
860,2011-05-09,Albury,0,3.8
861,2011-05-10,Albury,0,1.1
862,2011-05-11,Albury,3.6,3
863,2011-05-12,Albury,0.4,0.2
864,2011-05-13,Albury,5,3.8
865,2011-05-14,Albury,1.8,3.8
866,2011-05-15,Albury,0,-0.7
867,2011-05-16,Albury,0,0.8
868,2011-05-17,Albury,0,0.5
869,2011-05-18,Albury,0,2.3
870,2011-05-19,Albury,0,2.7
871,2011-05-20,Albury,0,4.5
872,2011-05-21,Albury,0,3.3
873,2011-05-22,Albury,0,5.8
874,2011-05-23,Albury,17.4,10.2
875,2011-05-24,Albury,3.6,8.9
876,2011-05-25,Albury,0,3.1
877,2011-05-26,Albury,0,1.3
878,2011-05-27,Albury,0,1.9
879,2011-05-28,Albury,0,2.6
880,2011-05-29,Albury,0,2.5
881,2011-05-30,Albury,0,3.6
882,2011-05-31,Albury,0,2.8
883,2011-06-01,Albury,0,3.1
884,2011-06-02,Albury,0,2.9
885,2011-06-03,Albury,0,4.3
886,2011-06-04,Albury,8.8,8.5
887,2011-06-05,Albury,0,2.2
888,2011-06-06,Albury,2,4.9
889,2011-06-07,Albury,0,-0.5
890,2011-06-08,Albury,2.6,1.5
891,2011-06-09,Albury,0,2.9
892,2011-06-10,Albury,0,-1.1
893,2011-06-11,Albury,0,-1.4
894,2011-06-12,Albury,0.2,1
895,2011-06-13,Albury,0,-0.3
896,2011-06-14,Albury,0,1.7
897,2011-06-15,Albury,0,0.5
898,2011-06-16,Albury,0,1
899,2011-06-17,Albury,1,3
900,2011-06-18,Albury,0.2,5.7
901,2011-06-19,Albury,0,3.3
902,2011-06-20,Albury,3.6,7.6
903,2011-06-21,Albury,10.6,6.6
904,2011-06-22,Albury,0.6,5.9
905,2011-06-23,Albury,3.4,6.2
906,2011-06-24,Albury,0,2.9
907,2011-06-25,Albury,0.4,5.5
908,2011-06-26,Albury,0,3.2
909,2011-06-27,Albury,0,0.9
910,2011-06-28,Albury,0,-0.2
911,2011-06-29,Albury,0,0.9
912,2011-06-30,Albury,0,0.3
913,2011-07-01,Albury,0,0.3
914,2011-07-02,Albury,0,0.2
915,2011-07-03,Albury,0,2.9
916,2011-07-04,Albury,15.4,6.3
917,2011-07-05,Albury,3.8,6.9
918,2011-07-06,Albury,1.2,7
919,2011-07-07,Albury,4.4,6.8
920,2011-07-08,Albury,0,-0.5
921,2011-07-09,Albury,4.2,4.3
922,2011-07-10,Albury,0,6.4
923,2011-07-11,Albury,6.6,4.7
924,2011-07-12,Albury,0,5.7
925,2011-07-13,Albury,0,7.1
926,2011-07-14,Albury,4,-0.3
927,2011-07-15,Albury,0,-1.6
928,2011-07-16,Albury,0,0.2
929,2011-07-17,Albury,0,5.3
930,2011-07-18,Albury,8.8,8.4
931,2011-07-19,Albury,1.8,0.4
932,2011-07-20,Albury,0.2,0.3
933,2011-07-21,Albury,0,3.5
934,2011-07-22,Albury,0,6.9
935,2011-07-23,Albury,0,0.1
936,2011-07-24,Albury,0.2,1.6
937,2011-07-25,Albury,16.2,5.5
938,2011-07-26,Albury,2.2,4.1
939,2011-07-27,Albury,0,0.5
940,2011-07-28,Albury,0,0.2
941,2011-07-29,Albury,0,-1.4
942,2011-07-30,Albury,0.2,0.6
943,2011-07-31,Albury,1,4.9
944,2011-08-01,Albury,0,3.4
945,2011-08-02,Albury,0,6.5
946,2011-08-03,Albury,0.2,3.9
947,2011-08-04,Albury,0,7.1
948,2011-08-05,Albury,0,5.6
949,2011-08-06,Albury,14.6,9.9
950,2011-08-07,Albury,4.2,5.3
951,2011-08-08,Albury,8.2,7.1
952,2011-08-09,Albury,1.2,3.1
953,2011-08-10,Albury,3.6,6.3
954,2011-08-11,Albury,2.8,3.4
955,2011-08-12,Albury,0,1.6
956,2011-08-13,Albury,0,0.7
957,2011-08-14,Albury,0,4.3
958,2011-08-15,Albury,1.2,3.9
959,2011-08-16,Albury,0.2,9
960,2011-08-17,Albury,5.6,7.1
961,2011-08-18,Albury,30.8,7.4
962,2011-08-19,Albury,0.8,6.9
963,2011-08-20,Albury,0,3.2
964,2011-08-21,Albury,0,2.1
965,2011-08-22,Albury,0,1.8
966,2011-08-23,Albury,0,2.5
967,2011-08-24,Albury,0,2.4
968,2011-08-25,Albury,0,2.5
969,2011-08-26,Albury,0,1.9
970,2011-08-27,Albury,0,0.8
971,2011-08-28,Albury,0,0.4
972,2011-08-29,Albury,0,1.4
973,2011-08-30,Albury,0,0.6
974,2011-08-31,Albury,0,0.4
975,2011-09-01,Albury,0,2.6
976,2011-09-02,Albury,0,2.8
977,2011-09-03,Albury,0,2.6
978,2011-09-04,Albury,0,6.5
979,2011-09-05,Albury,3.2,4.8
980,2011-09-06,Albury,5,10.8
981,2011-09-07,Albury,1,-0.1
982,2011-09-08,Albury,0,0.4
983,2011-09-09,Albury,0,2.7
984,2011-09-10,Albury,0.2,4
985,2011-09-11,Albury,NA,NA
986,2011-09-12,Albury,NA,NA
987,2011-09-13,Albury,NA,NA
988,2011-09-14,Albury,NA,0.9
989,2011-09-15,Albury,0,1.7
990,2011-09-16,Albury,0,4.4
991,2011-09-17,Albury,0,3.7
992,2011-09-18,Albury,0,5.5
993,2011-09-19,Albury,0,5.3
994,2011-09-20,Albury,1,10.1
995,2011-09-21,Albury,3.6,1.7
996,2011-09-22,Albury,0,4.4
997,2011-09-23,Albury,0,10
998,2011-09-24,Albury,0,1.9
999,2011-09-25,Albury,1,8.6
1000,2011-09-26,Albury,0,3.1
