uniquestr,method,company,measurements,id,trialn,col 
qEBuNSTt,mk,CTS,0.229355366564056,1462,55,-1406
GeDVYsRo,em,CTS,0.794415812272475,1463,59,-1403
ixwKCSBC,mk,CTS,0.01028327867182,1464,17,-1446
LCzcfpWv,mk,HTC,0.093511882001617,1465,61,-1403
vHkfybvv,mk,TUW,0.012877805560417,1466,72,-1393
YWjmluCB,zf,HTC,0.006414855312049,1467,41,-1425
LlQNVtOy,em,CTS,0.834907364580682,1468,65,-1402
jxrBCYpi,mk,TUW,0.464918225546477,1469,56,-1412
WCLzTTNc,mk,CTS,0.977943287740687,1470,85,-1384
kyPeaudF,em,HTC,0.078839055462669,1471,77,-1393
rYnLdGwN,zf,TUW,0.442886569226117,1472,18,-1453
NtumoVFc,em,TUW,0.629593984998739,1473,82,-1390
KmZiqrSq,zf,HTC,0.38287064912769,1474,30,-1443
,em,CTS,0.715320935012972,1475,89,-1385
GWElezWr,mk,TUW,0.86578520904943,1476,82,-1393
OyHZYPJl,mk,CTS,0.434232823528143,1477,97,-1379
sbLdoCvq,zf,CTS,0.698593439144801,1478,10,-1467
ickgTYpG,ac,TUW,0.834663125027887,1479,89,-1389
RYnUIFMy,mk,CTS,0.254886050853302,1480,33,-1446
bjEkSJGK,mk,CTS,0.704164952546598,1481,5,-1475
pVmjVtOY,ac,TUW,0.625145506776305,1482,98,-1383
qsdNrrvN,em,HTC,0.073345512266609,1483,60,-1422
BaEQpYgA,mk,HTC,0.423744613729126,1484,39,-1444
NwyCvlsv,em,HTC,0.665322776004248,1485,10,-1474
mDjtmAaC,zf,HTC,0.250200101345631,1486,71,-1414
mINlXtLX,mk,HTC,0.811500873858035,1487,9,-1477
NTOncWuc,em,HTC,0.608592259085138,1488,88,-1399
zINdplUw,zf,TUW,0.934254925422364,1489,25,-1463
alJqqWBc,mk,HTC,0.44206457027568,1490,57,-1432
,ac,CTS,0.049219216649083,1491,15,-1475
oaQmITpm,mk,CTS,0.564446878941366,1492,19,-1472
HgMWUPws,mk,HTC,0.147933096231036,1493,1,-1491
,ac,HTC,0.818578959074477,1494,83,-1410
,mk,HTC,0.82595414605668,1495,30,-1464
pRUyfhPw,em,TUW,0.090449141425299,1496,61,-1434
oxvhmwwp,zf,HTC,0.827419651589048,1497,62,-1434
MdUOhMPz,ac,TUW,0.435331876851852,1498,70,-1427
FOUjWapS,zf,CTS,0.329016180320911,1499,48,-1450
hqZVJkhC,em,TUW,0.719451619361946,1500,58,-1441
ccKqeiNb,ac,CTS,0.835232272535706,1501,80,-1420
gRWrgkJJ,ac,HTC,0.404494240379105,1502,4,-1497
WviJbGit,zf,CTS,0.967703078598687,1503,70,-1432
DXSJoFOX,em,HTC,0.770123058289642,1504,14,-1489
MsEKAETC,mk,CTS,0.600948190133173,1505,43,-1461
vTnyvZNm,em,CTS,0.085721326114856,1506,96,-1409
KmsXkMem,mk,CTS,0.155055726378402,1507,26,-1480
WZgAbZyG,zf,CTS,0.239170116368406,1508,93,-1414
SXRMuclY,mk,CTS,0.580340600699997,1509,47,-1461
dzWbUTUu,ac,CTS,0.538764474191389,1510,6,-1503
YzQSUNMg,ac,HTC,0.678606865413823,1511,92,-1418
FlYgDIRJ,ac,TUW,0.091670540411443,1512,95,-1416
aJaqfPAM,ac,CTS,0.241176226182335,1513,89,-1423
jKNONvjz,mk,HTC,0.812366129233961,1514,43,-1470
ujaGLWQG,mk,HTC,0.616322803696873,1515,3,-1511
OQqfXsjt,mk,HTC,0.022488675390519,1516,46,-1469
MDBIpNcl,mk,HTC,0.493706894703683,1517,15,-1501
NRAQnZQj,zf,CTS,0.540753821212777,1518,76,-1441
QJrhARqE,mk,CTS,0.895088824156773,1519,49,-1469
,zf,CTS,0.184772695408512,1520,51,-1468
XMHGLSHh,em,CTS,0.171487478985787,1521,87,-1433
MdnTTIVU,ac,CTS,0.690993867218431,1522,65,-1456
NwVYjcZY,ac,CTS,0.770829858055301,1523,25,-1497
yarphIUC,ac,CTS,0.197041260084689,1524,33,-1490
IqqKsmAS,em,CTS,0.269781097296911,1525,57,-1467
huOgSLfr,em,TUW,0.610404048249443,1526,62,-1463
HsBoGZkO,mk,CTS,0.830089483313464,1527,91,-1435
AUkpCznv,em,HTC,0.370236303784819,1528,9,-1518
hrQjuCOO,zf,CTS,0.648058442473568,1529,57,-1471
GCBKAZeL,zf,TUW,0.068612487687601,1530,90,-1439
mOrnbvOl,ac,TUW,0.438156182045859,1531,86,-1444
EaGGeoUo,em,HTC,0.617196112452331,1532,30,-1501
YaGfcqLP,mk,TUW,0.031326294572677,1533,8,-1524
vzMiuAzw,ac,HTC,0.718747357903225,1534,54,-1479
jheMmAys,em,CTS,0.957324979375576,1535,23,-1511
,em,TUW,0.90081852493387,1536,79,-1456
FTeKFpOZ,zf,TUW,0.989011570332554,1537,78,-1458
grsmHVMg,em,CTS,0.850171687314587,1538,80,-1457
AFkdurym,zf,HTC,0.39165800683682,1539,10,-1528
PRVYfHQp,mk,CTS,0.903701747519646,1540,14,-1525
WDGxTaGL,ac,CTS,0.548842414874079,1541,62,-1478
EobGKNUR,mk,CTS,0.21626240183832,1542,97,-1444
ukbbqHmt,zf,HTC,0.700946992001035,1543,22,-1520
szKHjDLQ,mk,HTC,0.745326801659797,1544,98,-1445
PihVZCfG,zf,TUW,0.048935920530479,1545,92,-1452
qmKdRBqu,ac,TUW,0.881578977096409,1546,86,-1459
,ac,TUW,0.422125306533145,1547,10,-1536
hoMOrlmh,zf,HTC,0.607488433611021,1548,99,-1448
ZHKpyODJ,em,CTS,0.6641878778029,1549,68,-1480
WLRqgfmP,zf,HTC,0.36356943422279,1550,63,-1486
bpkCILyz,mk,HTC,0.149045010214281,1551,24,-1526
mXGzDOxd,em,HTC,0.637229298228446,1552,26,-1525
MvYrIyFW,zf,TUW,0.997156018652865,1553,78,-1474
AmaAmZHX,mk,CTS,0.46203776607216,1554,84,-1469
RZBQlPqz,zf,HTC,0.075037672424358,1555,24,-1530
gsELzuDN,em,TUW,0.68143148014684,1556,82,-1473
qAsEUkPD,mk,HTC,0.025819359068214,1557,56,-1500
nKfVjUCm,mk,TUW,0.751761288015244,1558,82,-1475
PkHBwTFw,mk,TUW,0.731124295151266,1559,52,-1506
,ac,HTC,0.217146880688778,1560,35,-1524
fpreuhbs,em,CTS,0.168318410713886,1561,61,-1499
aoGIBLUJ,mk,HTC,0.79661971465929,1562,92,-1469
YqFDlJMj,mk,CTS,0.744347623355877,1563,79,-1483
tAfEJfTJ,em,HTC,0.62617899319127,1564,17,-1546
BfvwDklq,ac,CTS,0.562609731949121,1565,49,-1515
UlzDwNOk,mk,TUW,0.654131610487347,1566,64,-1501
ULUpypWt,zf,TUW,0.098045813526388,1567,77,-1489
TSMwaVQZ,ac,TUW,0.90438028385242,1568,88,-1479
BRojwrnw,zf,TUW,0.076293654309375,1569,58,-1510
HsRMQpFZ,ac,TUW,0.601807188354172,1570,36,-1533
ynSVVTUi,mk,CTS,0.86216062191959,1571,3,-1567
coDjSMmp,ac,TUW,0.900268615733946,1572,59,-1512
,ac,HTC,0.245075308784309,1573,52,-1520
rfclzSaA,mk,CTS,0.604210361852172,1574,65,-1508
rkJXOoQl,em,HTC,0.44168944064845,1575,57,-1517
wkIcJjlj,em,HTC,0.981405203398172,1576,38,-1537
VzdmmuDY,em,TUW,0.235047206119426,1577,0,-1576
svbVZkSI,ac,CTS,0.367781116323982,1578,92,-1485
almwDbMh,ac,TUW,0.262386156803885,1579,74,-1504
sLSQKwiY,em,TUW,0.697877905461925,1580,49,-1530
,em,CTS,0.513040671474528,1581,0,-1580
ZLtqNfDY,zf,CTS,0.921314578235683,1582,16,-1565
OtwOVUpk,em,HTC,0.991941077220691,1583,66,-1516
JHlcgesL,zf,TUW,0.120951361755209,1584,95,-1488
KoOLdBWK,em,HTC,0.879884478515183,1585,7,-1577
FcDTPVYP,em,TUW,0.582008125325596,1586,24,-1561
RvaMjsAK,mk,CTS,0.169370920208197,1587,75,-1511
TiOBmGxa,mk,TUW,0.82389935434242,1588,46,-1541
dBBPVNxF,zf,CTS,0.584082494803295,1589,30,-1558
,ac,CTS,0.017271578604708,1590,56,-1533
nbmZxPwN,ac,TUW,0.752696110862305,1591,51,-1539
wLIDnaYt,ac,TUW,0.730877090102709,1592,71,-1520
bBvOCHQW,em,CTS,0.246165113856238,1593,86,-1506
FdIVxkiY,em,HTC,0.518028410547259,1594,50,-1543
karKcoNp,ac,HTC,0.598507300818071,1595,72,-1522
HtYeNsqb,em,HTC,0.393028810722907,1596,77,-1518
NsQOlwbt,ac,CTS,0.765588445838822,1597,27,-1569
RhEygodh,mk,TUW,0.006362069979556,1598,29,-1568
,mk,CTS,0.922585204835861,1599,83,-1515
,mk,TUW,0.893005218899677,1600,55,-1544
odSZudpQ,em,HTC,0.691461258750274,1601,84,-1516
,em,TUW,0.286118391419351,1602,61,-1540
KSQeIEgU,ac,TUW,0.211427749716384,1603,8,-1594
jBdOWSqr,em,TUW,0.790446103884948,1604,51,-1552
DatRMbBM,mk,HTC,0.584963619074754,1605,0,-1604
xPyjfHmS,em,CTS,0.328985454840613,1606,57,-1548
ykgzqRAz,em,CTS,0.367381925451576,1607,19,-1587
aCIYTOnI,zf,HTC,0.246952187682379,1608,52,-1555
xfEADWmp,zf,HTC,0.593447924766755,1609,27,-1581
layzKPvJ,mk,TUW,0.139807485318186,1610,75,-1534
tlhrttFU,zf,CTS,0.188995975273992,1611,91,-1519
anaOZhPy,mk,TUW,0.431028447323424,1612,42,-1569
Qfmgehfr,mk,CTS,0.724665060391193,1613,60,-1552
bYAhAqEj,ac,CTS,0.634840157127564,1614,71,-1542
YMflxnOX,ac,HTC,0.461538455246831,1615,27,-1587
CWdXPzhv,zf,CTS,0.21318076790762,1616,59,-1556
TzCnRnXH,zf,HTC,0.189087331399074,1617,42,-1574
zaqqoJCB,zf,CTS,0.679990373286852,1618,15,-1602
RlhpqtpS,mk,TUW,0.262780464920781,1619,86,-1532
rCYtmiwg,mk,HTC,0.464878203406945,1620,71,-1548
pXdhaPVo,mk,HTC,0.62139099628418,1621,63,-1557
,ac,CTS,0.509847500931948,1622,20,-1601
HyMiscao,zf,TUW,0.970044467931671,1623,87,-1535
EcCjoten,em,HTC,0.401313712221375,1624,73,-1550
SsIWOjpB,em,CTS,0.876560635436201,1625,73,-1551
WCwcydhn,zf,HTC,0.154933992961731,1626,21,-1604
RxzAeTpg,ac,HTC,0.705083212355829,1627,11,-1615
nekpYVXu,zf,HTC,0.97241548027627,1628,12,-1615
PHaKiBkc,zf,CTS,0.826146072318362,1629,88,-1540
ZGKrayRB,zf,TUW,0.276393517248419,1630,7,-1622
SxdEfMXi,em,CTS,0.496858867902739,1631,30,-1600
XFNkfuFM,mk,HTC,0.689262732796018,1632,76,-1555
FyjCxFgo,ac,TUW,0.361226268022313,1633,41,-1591
,mk,HTC,0.950790834732354,1634,9,-1624
pNtJHVWb,em,TUW,0.139996089353528,1635,27,-1607
FMWLUFDP,ac,HTC,0.629354543830661,1636,48,-1587
eAsjvWTf,mk,TUW,0.641055206588095,1637,19,-1617
LPUPXpXJ,ac,HTC,0.805036563875732,1638,18,-1619
uihjzCoh,zf,HTC,0.206367209091379,1639,50,-1588
euRqobJe,zf,TUW,0.058680540700252,1640,60,-1579
zppDuhZZ,mk,TUW,0.018103860959326,1641,62,-1578
GImotZPY,ac,CTS,0.690408134704377,1642,47,-1594
zmwvvZlQ,mk,HTC,0.352261196865508,1643,87,-1555
tkRyDmDu,mk,TUW,0.93562403209276,1644,14,-1629
BtumImXf,zf,HTC,0.365901558143864,1645,61,-1583
hQUwNBdJ,ac,TUW,0.040461756511456,1646,53,-1592
PwSjhJuu,em,CTS,0.283361820466133,1647,99,-1547
qzznjfHf,zf,TUW,0.635599554159591,1648,36,-1611
AEqWnbXu,zf,CTS,0.882892996263337,1649,73,-1575
WnOrUiYr,zf,HTC,0.162177091209579,1650,1,-1648
,ac,CTS,0.226836892848886,1651,41,-1609
dPQhNeWI,ac,HTC,0.259436644494927,1652,70,-1581
jyIiRQiI,zf,CTS,0.123979342301186,1653,1,-1651
tQqkwRiF,mk,CTS,0.276244701003557,1654,30,-1623
ObHrMsmQ,em,CTS,0.609667713529965,1655,77,-1577
ZWEXPTCa,em,HTC,0.186399374824462,1656,30,-1625
DwZlVwKh,ac,TUW,0.799587094899557,1657,1,-1655
VDuYMnAu,zf,HTC,0.935553067682247,1658,82,-1575
EXrTVIYd,em,TUW,0.821273487706564,1659,29,-1629
kcATLUbZ,mk,CTS,0.981548504527913,1660,86,-1573
UaLmPYeO,mk,TUW,0.797880653007179,1661,58,-1602
DvXDgSPl,zf,HTC,0.067104568630907,1662,23,-1638
HTMSphSK,em,HTC,0.449784124587388,1663,33,-1629
PObSgKZt,zf,HTC,0.31792233216701,1664,73,-1590
bBvJKdbi,ac,HTC,0.059236501474225,1665,77,-1587
QuSUxlkq,em,TUW,0.488829975602908,1666,78,-1587
UNwgEACA,ac,HTC,0.358006145675931,1667,95,-1571
obdkIcRO,zf,HTC,0.3080148835771,1668,11,-1656
jwLsKAQD,em,HTC,0.61315913305816,1669,62,-1606
lSeKCsTU,ac,TUW,0.61075869511467,1670,7,-1662
,zf,TUW,0.231673425732447,1671,73,-1597
JrbaHzaR,zf,CTS,0.581452063408958,1672,65,-1606
aEImDNLF,zf,CTS,0.320760728578096,1673,36,-1636
dsoQGtTF,mk,CTS,0.94019687649249,1674,11,-1662
PaWLyOZy,em,HTC,0.153741805670794,1675,84,-1590
JFTTeDBh,zf,CTS,0.27415154185156,1676,26,-1649
NBJwenEc,ac,TUW,0.941536133622667,1677,64,-1612
nnBwbTKd,mk,HTC,0.489090850050818,1678,95,-1582
IgOSGojp,em,HTC,0.624426191482555,1679,80,-1598
ToBTQIpe,mk,HTC,0.428780524291326,1680,10,-1669
zdZPLFai,em,CTS,0.20039205978377,1681,91,-1589
AzHjTTUn,zf,HTC,0.823697883038731,1682,90,-1591
NjFVpCKx,zf,CTS,0.975112337962611,1683,51,-1631
VpnKvtfU,em,TUW,0.047295869899693,1684,36,-1647
IcukuXJR,ac,TUW,0.683691931560574,1685,68,-1616
RSWyGSSy,zf,CTS,0.341726497451038,1686,53,-1632
aigjMiJo,zf,CTS,0.340247304456163,1687,11,-1675
bFZItnBB,zf,TUW,0.631351195779,1688,3,-1684
kXuWDwFR,zf,HTC,0.496656259045216,1689,66,-1622
,ac,CTS,0.240945503189512,1690,75,-1614
YUoNtItJ,mk,HTC,0.750246336438852,1691,97,-1593
,zf,HTC,0.544139542256147,1692,85,-1606
TyQQzneJ,mk,CTS,0.919874220577276,1693,15,-1677
jqqcyekH,ac,CTS,0.612003497397001,1694,35,-1658
vKTwIEOW,mk,CTS,0.401944403283328,1695,90,-1604
zIHBONMi,em,TUW,0.467704770695399,1696,97,-1598
iKPpjSxI,mk,TUW,0.318753849402341,1697,30,-1666
nrbJEOtv,zf,TUW,0.453373282428059,1698,31,-1666
sgrZaDiP,zf,CTS,0.199146633331776,1699,70,-1628
bsaNqqik,zf,CTS,0.000308576566129,1700,8,-1691
fcnfWhoR,ac,HTC,0.927505422571389,1701,3,-1697
UgNIbMGS,em,TUW,0.120287113400416,1702,49,-1652
pzbfTxhC,mk,TUW,0.764191628916513,1703,88,-1614
TygXMeUQ,ac,TUW,0.095804598116032,1704,46,-1657
pNNQCaix,em,CTS,0.559374517188691,1705,85,-1619
PVjAVaqY,ac,TUW,0.315353963261587,1706,31,-1674
YZqHPlyi,em,CTS,0.404336812219363,1707,64,-1642
GpUfLxAB,ac,CTS,0.045660221849475,1708,16,-1691
mCLTsabf,mk,HTC,0.050326053179799,1709,64,-1644
lJQqYKBV,mk,CTS,0.807887099017193,1710,5,-1704
,em,TUW,0.568192500132309,1711,24,-1686
ZSyIeuHt,zf,HTC,0.989473980898937,1712,74,-1637
yOMrhwuV,em,CTS,0.968564128133288,1713,88,-1624
HQUYzDQQ,zf,HTC,0.787481520876418,1714,92,-1621
dTgEodjG,ac,HTC,0.943368723757996,1715,41,-1673
DomgHfnv,mk,TUW,0.123812991336104,1716,44,-1671
iCijEOfe,mk,HTC,0.620770604298764,1717,89,-1627
AmZTRmQO,em,HTC,0.339218564799869,1718,66,-1651
ZQwEnUPk,em,TUW,0.550636105883434,1719,79,-1639
jCHKlvZs,ac,CTS,0.259173476294998,1720,19,-1700
vyYvRvQV,ac,TUW,0.193572752478675,1721,69,-1651
tzwQvseA,mk,TUW,0.875037308333969,1722,39,-1682
LeFWYovg,ac,HTC,0.254595523421118,1723,76,-1646
ntCTWvEV,em,TUW,0.679391617465254,1724,41,-1682
fTfkpNge,zf,CTS,0.173377526204147,1725,63,-1661
qRszCEol,mk,HTC,0.516193483179355,1726,80,-1645
MqBxuQkx,ac,CTS,0.690612092942548,1727,33,-1693
KuHinIFM,zf,TUW,0.260384319641797,1728,38,-1689
zXpxJXAG,ac,HTC,0.614916665105484,1729,58,-1670
PbVMkACL,zf,HTC,0.587440056013108,1730,89,-1640
eMQBzYXm,ac,HTC,0.093820351051485,1731,89,-1641
ztLserHn,em,HTC,0.385783200652424,1732,7,-1724
URdjvvZb,ac,TUW,0.501127623498889,1733,96,-1636
vascPYoI,ac,HTC,0.72198014077122,1734,11,-1722
AaqRlBxD,em,TUW,0.494023651348094,1735,16,-1718
VLkYxpvE,em,HTC,0.698750429665438,1736,82,-1653
,em,CTS,0.31437892323118,1737,27,-1709
VEkzuyFE,mk,TUW,0.389778112988219,1738,80,-1657
aNOOWdrA,em,CTS,0.035469425205556,1739,4,-1734
DFuCGszO,mk,HTC,0.655459975396421,1740,42,-1697
XgudbFCC,zf,TUW,0.653379712262114,1741,33,-1707
QvTYpkCV,zf,TUW,0.27072600369621,1742,75,-1666
omCsaNZj,zf,CTS,0.726554334460194,1743,81,-1661
vjTrssBQ,em,HTC,0.90550289152201,1744,28,-1715
GUkNhAfF,zf,TUW,0.900048267991869,1745,97,-1647
zmAbyFJi,em,TUW,0.294495287541103,1746,20,-1725
OUgcvGyC,em,TUW,0.422602749300636,1747,78,-1668
CWYvHwIQ,zf,HTC,0.440695941447667,1748,28,-1719
CeKUhTRh,em,TUW,0.040617465802206,1749,39,-1709
,ac,TUW,0.62250612025806,1750,11,-1738
KGGhzGYC,ac,HTC,0.811861663089427,1751,13,-1737
mXhLmeFu,em,HTC,0.059159090999827,1752,80,-1671
tlyNWFad,ac,CTS,0.253402465321672,1753,56,-1696
iaVeRtXj,mk,CTS,0.300853068073323,1754,37,-1716
NLUxzJpx,zf,TUW,0.494196371413914,1755,23,-1731
KonreCNG,em,CTS,0.603071758789066,1756,30,-1725
aTZpRFeD,em,TUW,0.390480462571294,1757,88,-1668
vNKrcnqO,mk,TUW,0.630356350401285,1758,79,-1678
oVMtJgqq,em,TUW,0.570270448178068,1759,55,-1703
hHypgWVr,mk,CTS,0.321481010500056,1760,90,-1669
KdPiEPxP,ac,CTS,0.652123496836533,1761,34,-1726
HBCIvnZn,mk,TUW,0.445642082688719,1762,18,-1743
ywBAdMrl,ac,TUW,0.401027247224725,1763,8,-1754
wviDxtSx,em,TUW,0.267742502933463,1764,38,-1725
MPDFqMHY,em,HTC,0.129845766820499,1765,80,-1684
tjjcptqM,em,HTC,0.688261700299172,1766,63,-1702
,mk,CTS,0.786654868188984,1767,10,-1756
hsyCLlWs,em,HTC,0.661892836698958,1768,62,-1705
opWjqgyg,zf,HTC,0.277872281876699,1769,22,-1746
txNJegmQ,mk,HTC,0.392070695886895,1770,80,-1689
xznxJvrN,em,CTS,0.137569873210607,1771,92,-1678
IeDUavqJ,zf,TUW,0.98816505036715,1772,56,-1715
yjsuezvw,mk,CTS,0.453986126638818,1773,9,-1763
hmQqOAuF,em,TUW,0.392929455780794,1774,28,-1745
tJFPfkzb,em,TUW,0.973399932925275,1775,69,-1705
LcIijSKY,em,HTC,0.380940432001507,1776,27,-1748
Dguzgezd,em,HTC,0.26790197991774,1777,90,-1686
nIIvkErn,ac,CTS,0.034883257395595,1778,18,-1759
zysIFxgL,em,TUW,0.184636126978415,1779,81,-1697
xyYPmpOL,zf,HTC,0.465953334333846,1780,37,-1742
ExWfeWOd,mk,HTC,0.837201922102092,1781,38,-1742
GUHKCnZA,ac,HTC,0.683480233781594,1782,69,-1712
wwafxAVZ,zf,HTC,0.888214082396057,1783,68,-1714
AuRBQXpM,em,HTC,0.601008088090086,1784,89,-1694
besQEyGd,ac,HTC,0.878692129015216,1785,32,-1752
,mk,HTC,0.303738436031165,1786,54,-1731
xnBHkEpP,ac,TUW,0.775740147880983,1787,86,-1700
ItfsWlDt,zf,TUW,0.569741372113816,1788,14,-1773
LRluXTwE,zf,TUW,0.554048436257432,1789,72,-1716
iiKqdmsK,zf,TUW,0.689743934785605,1790,63,-1726
AlwjAjMH,mk,CTS,0.128773318629105,1791,24,-1766
GEbKmwzi,zf,TUW,0.809103486335701,1792,17,-1774
IFEWIqbm,mk,HTC,0.761089297897711,1793,42,-1750
WnJHQUdk,zf,TUW,0.929993060509479,1794,60,-1733
XAnLwjGa,mk,CTS,0.2693613984821,1795,23,-1771
zGKycppi,ac,HTC,0.923526519173287,1796,73,-1722
zcuHtNNX,ac,CTS,0.683835526019541,1797,52,-1744
qGpjqlzJ,zf,TUW,0.164865152845241,1798,2,-1795
DXXhfhqS,zf,CTS,0.295932987551582,1799,39,-1759
ppJlTIkV,mk,TUW,0.262723259195367,1800,92,-1707
JofEDcOc,em,HTC,0.333202087382063,1801,70,-1730
SfBgCjrj,zf,CTS,0.32417607836527,1802,19,-1782
DlZoXIld,zf,TUW,0.769518536866952,1803,98,-1704
SgRBmwke,mk,CTS,0.974047944058367,1804,36,-1767
rDAwlHut,mk,TUW,0.780321985253132,1805,56,-1748
RtfcqjRO,em,TUW,0.87407364136565,1806,19,-1786
,em,CTS,0.745611004259742,1807,49,-1757
plsRIwyf,mk,CTS,0.620467171311374,1808,87,-1720
KdwlXrYm,ac,TUW,0.39294016739524,1809,88,-1720
LsVDIDQN,ac,CTS,0.370347034204607,1810,97,-1712
FDqFmcVq,ac,HTC,0.328247137616536,1811,94,-1716
bjGJdJAZ,em,HTC,0.215790058235866,1812,78,-1733
CYrbLLgK,em,CTS,0.126274535517254,1813,35,-1777
MmOYPWWP,ac,TUW,0.350975559804984,1814,10,-1803
qNdbqQWh,em,HTC,0.626131742437271,1815,75,-1739
oYAxKSGo,ac,TUW,0.488463383911073,1816,58,-1757
peJKyKgU,mk,CTS,0.633698030950261,1817,39,-1777
wqTncvJW,mk,HTC,0.810004848095685,1818,6,-1811
NjyydDrx,em,CTS,0.70887195435867,1819,62,-1756
kgnfYYHZ,ac,CTS,0.816147892176089,1820,95,-1724
IezhEDhK,ac,TUW,0.755627212934068,1821,48,-1772
BduOdVjE,zf,HTC,0.573291002820359,1822,36,-1785
uuvbhiKk,ac,HTC,0.754755922322142,1823,23,-1799
UBuhgCyI,em,HTC,0.794595057418007,1824,78,-1745
mCZZRiaU,zf,TUW,0.980282608350901,1825,33,-1791
XfTyReHz,em,TUW,0.738661672981437,1826,26,-1799
YatQIkPV,ac,HTC,0.864963712763981,1827,47,-1779
fxpvMgnu,em,TUW,0.136629605150581,1828,88,-1739
rgQPLjqk,zf,HTC,0.517287053799005,1829,33,-1795
GBgwCoPv,zf,CTS,0.959839033165319,1830,94,-1735
ESUGBpHi,zf,TUW,0.163981377734815,1831,3,-1827
csOsBvIP,zf,HTC,0.234110569155218,1832,43,-1788
gzCKJcdx,em,HTC,0.033660672997418,1833,69,-1763
afvmMXxn,em,CTS,0.835674087817397,1834,83,-1750
sCNCcKFE,zf,CTS,0.0709344032499,1835,63,-1771
LgtiZlFu,mk,HTC,0.383748244294062,1836,25,-1810
,em,TUW,0.600930965010661,1837,63,-1773
UzgvubFR,zf,CTS,0.620347385932305,1838,50,-1787
lxttZTUF,ac,HTC,0.581958868597444,1839,66,-1772
LCCevkcL,em,TUW,0.198492495751764,1840,58,-1781
wmoysVBU,ac,CTS,0.64912955948002,1841,84,-1756
,mk,CTS,0.061304028713865,1842,93,-1748
,mk,TUW,0.927217635259058,1843,74,-1768
juWKZeLo,ac,TUW,0.653630350343541,1844,16,-1827
MHcNDkTS,em,TUW,0.040251871248933,1845,9,-1835
TuWtxOET,mk,CTS,0.163017679231879,1846,31,-1814
mIemZmxh,zf,HTC,0.570689903482943,1847,38,-1808
CjCKLzPC,em,HTC,0.086185738439518,1848,42,-1805
sZJfQYjZ,ac,CTS,0.099648867490116,1849,49,-1799
ysAgERRI,em,CTS,0.675549436982594,1850,96,-1753
PwTYhFuK,em,TUW,0.439985732671016,1851,81,-1769
vRPrYBtD,mk,HTC,0.042280559495607,1852,21,-1830
lZHBzIRA,em,CTS,0.959424766616685,1853,6,-1846
IpnzZskd,em,CTS,0.530107897918678,1854,15,-1838
hbKqziXM,mk,HTC,0.813804881083454,1855,43,-1811
HxJaTzTj,em,CTS,0.471027901457096,1856,50,-1805
IhthPqhu,ac,HTC,0.068347114923714,1857,82,-1774
ixOAzhjA,zf,CTS,0.823470388592294,1858,92,-1765
awjtymwz,ac,TUW,0.777665929398527,1859,17,-1841
tTgQcKde,mk,HTC,0.339936302259978,1860,85,-1774
tEhDutwJ,ac,TUW,0.402482971411453,1861,42,-1818
tKtroEWp,ac,TUW,0.651580987869795,1862,84,-1777
YzKwHdgV,ac,CTS,0.639990709749393,1863,22,-1840
PdAJpSXV,zf,HTC,0.606037078993407,1864,97,-1766
JHcNFlFC,mk,HTC,0.948393307479769,1865,10,-1854
LpjFVuNX,mk,TUW,0.916861624504862,1866,63,-1802
bUCJfkmD,em,TUW,0.14835611503806,1867,5,-1861
HzTdmuBO,em,CTS,0.917736320775767,1868,45,-1822
,zf,TUW,0.379202328868743,1869,33,-1835
tGVRymMw,ac,TUW,0.263261055138689,1870,33,-1836
lXacIFAH,mk,CTS,0.02780880048511,1871,0,-1870
FgdrEhnG,mk,TUW,0.108422597113623,1872,5,-1866
YJayikQr,ac,CTS,0.473225794427939,1873,37,-1835
KppOWPPG,zf,TUW,0.598839175530174,1874,8,-1865
qPNJzvAE,em,CTS,0.866824071879391,1875,65,-1809
dVyWsWGK,mk,HTC,0.412581630145016,1876,37,-1838
Nstbtenl,ac,CTS,0.595068763139645,1877,31,-1845
LhDcaSwM,ac,HTC,0.289055973022458,1878,90,-1787
cMZPJQEX,mk,TUW,0.756923217898839,1879,19,-1859
gnMCGLSK,mk,CTS,0.698709643604317,1880,91,-1788
HbESJbsv,zf,HTC,0.869186732434142,1881,20,-1860
LijUvkjn,em,TUW,0.694243345293394,1882,44,-1837
juMiIxuT,zf,HTC,0.86357166848736,1883,24,-1858
,ac,CTS,0.207637565895905,1884,77,-1806
hqiNmANZ,ac,HTC,0.619184181368775,1885,82,-1802
HZxcDKBJ,mk,HTC,0.93897711812791,1886,16,-1869
BHqlivxu,zf,CTS,0.40987363579551,1887,68,-1818
BukUmJen,mk,HTC,0.509352019317618,1888,24,-1863
vWTGYrGP,em,HTC,0.792243226759937,1889,11,-1877
omJEQnrC,zf,HTC,0.418841864416008,1890,44,-1845
eJGqYvhC,ac,CTS,0.994914684826389,1891,14,-1876
bVdxObSg,em,HTC,0.542187593263286,1892,78,-1813
MpCNnfiA,zf,CTS,0.54427400903515,1893,95,-1797
RUJQcsgX,em,HTC,0.889072007325449,1894,35,-1858
qnzBGmqO,ac,TUW,0.52135154289484,1895,98,-1796
mslhHVHK,zf,TUW,0.246031399567833,1896,94,-1801
,ac,TUW,0.38797990575558,1897,73,-1823
LMoulYAy,mk,TUW,0.057715306657533,1898,12,-1885
RFiCDhTb,em,TUW,0.825022344951604,1899,12,-1886
yiPZwTVj,zf,TUW,0.047419535219162,1900,70,-1829
