linie,richtung,betriebsdatum,fahrzeug,kurs,seq_von,halt_diva_von,halt_punkt_diva_von,halt_kurz_von1,datum_von,soll_an_von,ist_an_von,soll_ab_von,ist_ab_von,seq_nach,halt_diva_nach,halt_punkt_diva_nach,halt_kurz_nach1,datum_nach,soll_an_nach,ist_an_nach1,soll_ab_nach,ist_ab_nach,fahrt_id,fahrweg_id,fw_no,fw_typ,fw_kurz,fw_lang,umlauf_von,halt_id_von,halt_id_nach,halt_punkt_id_von,halt_punkt_id_nach
2,1,15.01.17,2076,6,1,821,0,FARB,15.01.17,31890,31874,31890,31874,2,137,0,BACH,15.01.17,31932,31933,31944,31940,8546,42738,1,1,1,FARB - BTIE,135780,1310,2818,10578,12583
2,1,15.01.17,2059,2,24,2907,0,WILD,15.01.17,35466,35508,35478,35520,25,3041,0,BTIE,15.01.17,35550,35581,35550,36122,8428,42738,1,1,1,FARB - BTIE,136260,2651,2788,10566,12775
2,1,15.01.17,2059,2,23,917,0,FROE,15.01.17,35412,35460,35424,35469,24,2907,0,WILD,15.01.17,35466,35508,35478,35520,8428,42738,1,1,1,FARB - BTIE,136260,2680,2651,10545,10566
2,1,15.01.17,2059,2,22,1286,0,HOES,15.01.17,35346,35396,35358,35411,23,917,0,FROE,15.01.17,35412,35460,35424,35469,8428,42738,1,1,1,FARB - BTIE,136260,2615,2680,5964,10545
2,1,15.01.17,2059,2,21,832,0,FELD,15.01.17,35286,35340,35298,35353,22,1286,0,HOES,15.01.17,35346,35396,35358,35411,8428,42738,1,1,1,FARB - BTIE,136260,2689,2615,10560,5964
2,1,15.01.17,2059,2,20,1456,0,KRES,15.01.17,35214,35275,35226,35290,21,832,0,FELD,15.01.17,35286,35340,35298,35353,8428,42738,1,1,1,FARB - BTIE,136260,2612,2689,10577,10560
2,1,15.01.17,2059,2,19,1845,0,OPER,15.01.17,35148,35215,35166,35233,20,1456,0,KRES,15.01.17,35214,35275,35226,35290,8428,42738,1,1,1,FARB - BTIE,136260,2104,2612,10538,10577
2,1,15.01.17,2059,2,18,440,0,BELL,15.01.17,35046,35108,35076,35135,19,1845,0,OPER,15.01.17,35148,35215,35166,35233,8428,42738,1,1,1,FARB - BTIE,136260,1565,2104,12485,10538
2,1,15.01.17,2059,2,17,615,0,BURK,15.01.17,34950,35011,34968,35028,18,440,0,BELL,15.01.17,35046,35108,35076,35135,8428,42738,1,1,1,FARB - BTIE,136260,2590,1565,12843,12485
2,1,15.01.17,2059,2,16,601,0,BOES,15.01.17,34860,34918,34872,34925,17,615,0,BURK,15.01.17,34950,35011,34968,35028,8428,42738,1,1,1,FARB - BTIE,136260,2228,2590,12823,12843
2,1,15.01.17,2059,2,15,1861,0,PARA,15.01.17,34800,34852,34818,34873,16,601,0,BOES,15.01.17,34860,34918,34872,34925,8428,42738,1,1,1,FARB - BTIE,136260,1528,2228,12584,12823
2,1,15.01.17,2059,2,14,2396,0,SIHS,15.01.17,34716,34746,34728,34759,15,1861,0,PARA,15.01.17,34800,34852,34818,34873,8428,42738,1,1,1,FARB - BTIE,136260,2657,1528,10574,12584
2,1,15.01.17,2059,2,13,2556,0,STAU,15.01.17,34548,34538,34638,34665,14,2396,0,SIHS,15.01.17,34716,34746,34728,34759,8428,42738,1,1,1,FARB - BTIE,136260,1502,2657,10622,10574
2,1,15.01.17,2059,2,12,478,0,BEZI,15.01.17,34458,34450,34470,34468,13,2556,0,STAU,15.01.17,34548,34538,34638,34665,8428,42738,1,1,1,FARB - BTIE,136260,1306,1502,12780,10622
2,1,15.01.17,2059,2,11,1357,0,KALK,15.01.17,34374,34336,34392,34388,12,478,0,BEZI,15.01.17,34458,34450,34470,34468,8428,42738,1,1,1,FARB - BTIE,136260,1906,1306,10760,12780
2,1,15.01.17,2059,2,10,1579,0,LOCH,15.01.17,34290,34267,34308,34282,11,1357,0,KALK,15.01.17,34374,34336,34392,34388,8428,42738,1,1,1,FARB - BTIE,136260,2248,1906,10559,10760
2,1,15.01.17,2059,2,9,3019,0,ZYPR,15.01.17,34236,34215,34248,34229,10,1579,0,LOCH,15.01.17,34290,34267,34308,34282,8428,42738,1,1,1,FARB - BTIE,136260,2250,2248,10570,10559
2,1,15.01.17,2059,2,8,48,0,ALBP,15.01.17,34158,34149,34182,34171,9,3019,0,ZYPR,15.01.17,34236,34215,34248,34229,8428,42738,1,1,1,FARB - BTIE,136260,1535,2250,12463,10570
2,1,15.01.17,2059,2,7,1548,0,LETG,15.01.17,34074,34070,34086,34084,8,48,0,ALBP,15.01.17,34158,34149,34182,34171,8428,42738,1,1,1,FARB - BTIE,136260,2245,1535,10550,12463
2,1,15.01.17,2059,2,6,883,0,FREI,15.01.17,34008,34003,34026,34022,7,1548,0,LETG,15.01.17,34074,34070,34086,34084,8428,42738,1,1,1,FARB - BTIE,136260,2253,2245,5122,10550
2,1,15.01.17,2059,2,5,1364,0,KAPP,15.01.17,33936,33933,33948,33947,6,883,0,FREI,15.01.17,34008,34003,34026,34022,8428,42738,1,1,1,FARB - BTIE,136260,2244,2253,10576,5122
2,1,15.01.17,2059,2,4,1026,0,GRIM,15.01.17,33852,33863,33864,33877,5,1364,0,KAPP,15.01.17,33936,33933,33948,33947,8428,42738,1,1,1,FARB - BTIE,136260,2770,2244,10571,10576
2,1,15.01.17,2059,2,3,1570,0,LIND,15.01.17,33786,33791,33804,33828,4,1026,0,GRIM,15.01.17,33852,33863,33864,33877,8428,42738,1,1,1,FARB - BTIE,136260,2535,2770,10537,10571
2,1,15.01.17,2059,2,2,137,0,BACH,15.01.17,33732,33737,33744,33758,3,1570,0,LIND,15.01.17,33786,33791,33804,33828,8428,42738,1,1,1,FARB - BTIE,136260,2818,2535,12583,10537
2,1,15.01.17,2059,2,1,821,0,FARB,15.01.17,33690,33693,33690,33693,2,137,0,BACH,15.01.17,33732,33737,33744,33758,8428,42738,1,1,1,FARB - BTIE,136260,1310,2818,10578,12583
2,1,15.01.17,3015,7,1,6030,0,DEP4,15.01.17,35940,35963,35940,35963,2,1357,1,KALK,15.01.17,35982,36014,35982,36036,7882,41253,15,2,15,DEP4 - KALK,136976,2251,1906,12462,10563
2,1,15.01.17,2076,6,24,2907,0,WILD,15.01.17,29166,29155,29178,29165,25,3041,0,BTIE,15.01.17,29250,29238,29250,29823,8544,42738,1,1,1,FARB - BTIE,135780,2651,2788,10566,12775
2,1,15.01.17,2076,6,23,917,0,FROE,15.01.17,29112,29091,29124,29113,24,2907,0,WILD,15.01.17,29166,29155,29178,29165,8544,42738,1,1,1,FARB - BTIE,135780,2680,2651,10545,10566
2,1,15.01.17,2076,6,22,1286,0,HOES,15.01.17,29046,29023,29058,29034,23,917,0,FROE,15.01.17,29112,29091,29124,29113,8544,42738,1,1,1,FARB - BTIE,135780,2615,2680,5964,10545
2,1,15.01.17,2076,6,21,832,0,FELD,15.01.17,28986,28959,28998,28969,22,1286,0,HOES,15.01.17,29046,29023,29058,29034,8544,42738,1,1,1,FARB - BTIE,135780,2689,2615,10560,5964
2,1,15.01.17,2076,6,20,1456,0,KRES,15.01.17,28914,28895,28926,28901,21,832,0,FELD,15.01.17,28986,28959,28998,28969,8544,42738,1,1,1,FARB - BTIE,135780,2612,2689,10577,10560
2,1,15.01.17,2076,6,19,1845,0,OPER,15.01.17,28848,28799,28866,28851,20,1456,0,KRES,15.01.17,28914,28895,28926,28901,8544,42738,1,1,1,FARB - BTIE,135780,2104,2612,10538,10577
2,1,15.01.17,2076,6,18,440,0,BELL,15.01.17,28746,28707,28776,28740,19,1845,0,OPER,15.01.17,28848,28799,28866,28851,8544,42738,1,1,1,FARB - BTIE,135780,1565,2104,12485,10538
2,1,15.01.17,2076,6,17,615,0,BURK,15.01.17,28650,28633,28668,28643,18,440,0,BELL,15.01.17,28746,28707,28776,28740,8544,42738,1,1,1,FARB - BTIE,135780,2590,1565,12843,12485
2,1,15.01.17,2076,6,16,601,0,BOES,15.01.17,28560,28559,28572,28566,17,615,0,BURK,15.01.17,28650,28633,28668,28643,8544,42738,1,1,1,FARB - BTIE,135780,2228,2590,12823,12843
2,1,15.01.17,2076,6,15,1861,0,PARA,15.01.17,28500,28502,28518,28512,16,601,0,BOES,15.01.17,28560,28559,28572,28566,8544,42738,1,1,1,FARB - BTIE,135780,1528,2228,12584,12823
2,1,15.01.17,2076,6,14,2396,0,SIHS,15.01.17,28416,28390,28428,28408,15,1861,0,PARA,15.01.17,28500,28502,28518,28512,8544,42738,1,1,1,FARB - BTIE,135780,2657,1528,10574,12584
2,1,15.01.17,2076,6,13,2556,0,STAU,15.01.17,28248,28228,28338,28309,14,2396,0,SIHS,15.01.17,28416,28390,28428,28408,8544,42738,1,1,1,FARB - BTIE,135780,1502,2657,10622,10574
2,1,15.01.17,2076,6,12,478,0,BEZI,15.01.17,28158,28145,28170,28154,13,2556,0,STAU,15.01.17,28248,28228,28338,28309,8544,42738,1,1,1,FARB - BTIE,135780,1306,1502,12780,10622
2,1,15.01.17,2076,6,11,1357,0,KALK,15.01.17,28074,28072,28092,28082,12,478,0,BEZI,15.01.17,28158,28145,28170,28154,8544,42738,1,1,1,FARB - BTIE,135780,1906,1306,10760,12780
2,1,15.01.17,2076,6,10,1579,0,LOCH,15.01.17,27990,28001,28008,28011,11,1357,0,KALK,15.01.17,28074,28072,28092,28082,8544,42738,1,1,1,FARB - BTIE,135780,2248,1906,10559,10760
2,1,15.01.17,2076,6,9,3019,0,ZYPR,15.01.17,27936,27947,27948,27956,10,1579,0,LOCH,15.01.17,27990,28001,28008,28011,8544,42738,1,1,1,FARB - BTIE,135780,2250,2248,10570,10559
2,1,15.01.17,2076,6,8,48,0,ALBP,15.01.17,27858,27879,27882,27893,9,3019,0,ZYPR,15.01.17,27936,27947,27948,27956,8544,42738,1,1,1,FARB - BTIE,135780,1535,2250,12463,10570
2,1,15.01.17,2076,6,7,1548,0,LETG,15.01.17,27774,27795,27786,27807,8,48,0,ALBP,15.01.17,27858,27879,27882,27893,8544,42738,1,1,1,FARB - BTIE,135780,2245,1535,10550,12463
2,1,15.01.17,2076,6,6,883,0,FREI,15.01.17,27708,27734,27726,27745,7,1548,0,LETG,15.01.17,27774,27795,27786,27807,8544,42738,1,1,1,FARB - BTIE,135780,2253,2245,5122,10550
2,1,15.01.17,2076,6,5,1364,0,KAPP,15.01.17,27636,27647,27648,27659,6,883,0,FREI,15.01.17,27708,27734,27726,27745,8544,42738,1,1,1,FARB - BTIE,135780,2244,2253,10576,5122
2,1,15.01.17,2076,6,4,1026,0,GRIM,15.01.17,27552,27563,27564,27577,5,1364,0,KAPP,15.01.17,27636,27647,27648,27659,8544,42738,1,1,1,FARB - BTIE,135780,2770,2244,10571,10576
2,1,15.01.17,2076,6,3,1570,0,LIND,15.01.17,27486,27488,27504,27505,4,1026,0,GRIM,15.01.17,27552,27563,27564,27577,8544,42738,1,1,1,FARB - BTIE,135780,2535,2770,10537,10571
2,1,15.01.17,2076,6,2,137,0,BACH,15.01.17,27432,27435,27444,27444,3,1570,0,LIND,15.01.17,27486,27488,27504,27505,8544,42738,1,1,1,FARB - BTIE,135780,2818,2535,12583,10537
2,1,15.01.17,2076,6,1,821,0,FARB,15.01.17,27390,27377,27390,27377,2,137,0,BACH,15.01.17,27432,27435,27444,27444,8544,42738,1,1,1,FARB - BTIE,135780,1310,2818,10578,12583
2,1,15.01.17,3011,9,24,2907,0,WILD,15.01.17,34566,34498,34578,34507,25,3041,0,BTIE,15.01.17,34650,34564,34650,35260,7914,42738,1,1,1,FARB - BTIE,136585,2651,2788,10566,12775
2,1,15.01.17,3011,9,23,917,0,FROE,15.01.17,34512,34452,34524,34462,24,2907,0,WILD,15.01.17,34566,34498,34578,34507,7914,42738,1,1,1,FARB - BTIE,136585,2680,2651,10545,10566
2,1,15.01.17,3011,9,22,1286,0,HOES,15.01.17,34446,34382,34458,34397,23,917,0,FROE,15.01.17,34512,34452,34524,34462,7914,42738,1,1,1,FARB - BTIE,136585,2615,2680,5964,10545
2,1,15.01.17,3011,9,21,832,0,FELD,15.01.17,34386,34329,34398,34339,22,1286,0,HOES,15.01.17,34446,34382,34458,34397,7914,42738,1,1,1,FARB - BTIE,136585,2689,2615,10560,5964
2,1,15.01.17,3011,9,20,1456,0,KRES,15.01.17,34314,34272,34326,34283,21,832,0,FELD,15.01.17,34386,34329,34398,34339,7914,42738,1,1,1,FARB - BTIE,136585,2612,2689,10577,10560
2,1,15.01.17,3011,9,19,1845,0,OPER,15.01.17,34248,34217,34266,34230,20,1456,0,KRES,15.01.17,34314,34272,34326,34283,7914,42738,1,1,1,FARB - BTIE,136585,2104,2612,10538,10577
2,1,15.01.17,3011,9,18,440,0,BELL,15.01.17,34146,34153,34176,34167,19,1845,0,OPER,15.01.17,34248,34217,34266,34230,7914,42738,1,1,1,FARB - BTIE,136585,1565,2104,12485,10538
2,1,15.01.17,3011,9,17,615,0,BURK,15.01.17,34050,34059,34068,34073,18,440,0,BELL,15.01.17,34146,34153,34176,34167,7914,42738,1,1,1,FARB - BTIE,136585,2590,1565,12843,12485
2,1,15.01.17,3011,9,16,601,0,BOES,15.01.17,33960,33974,33972,33987,17,615,0,BURK,15.01.17,34050,34059,34068,34073,7914,42738,1,1,1,FARB - BTIE,136585,2228,2590,12823,12843
2,1,15.01.17,3011,9,15,1861,0,PARA,15.01.17,33900,33900,33918,33927,16,601,0,BOES,15.01.17,33960,33974,33972,33987,7914,42738,1,1,1,FARB - BTIE,136585,1528,2228,12584,12823
2,1,15.01.17,3011,9,14,2396,0,SIHS,15.01.17,33816,33808,33828,33823,15,1861,0,PARA,15.01.17,33900,33900,33918,33927,7914,42738,1,1,1,FARB - BTIE,136585,2657,1528,10574,12584
2,1,15.01.17,3011,9,13,2556,0,STAU,15.01.17,33648,33675,33738,33728,14,2396,0,SIHS,15.01.17,33816,33808,33828,33823,7914,42738,1,1,1,FARB - BTIE,136585,1502,2657,10622,10574
2,1,15.01.17,3011,9,12,478,0,BEZI,15.01.17,33558,33603,33570,33612,13,2556,0,STAU,15.01.17,33648,33675,33738,33728,7914,42738,1,1,1,FARB - BTIE,136585,1306,1502,12780,10622
2,1,15.01.17,3011,9,11,1357,0,KALK,15.01.17,33474,33539,33492,33551,12,478,0,BEZI,15.01.17,33558,33603,33570,33612,7914,42738,1,1,1,FARB - BTIE,136585,1906,1306,10760,12780
2,1,15.01.17,3011,9,10,1579,0,LOCH,15.01.17,33390,33450,33408,33466,11,1357,0,KALK,15.01.17,33474,33539,33492,33551,7914,42738,1,1,1,FARB - BTIE,136585,2248,1906,10559,10760
2,1,15.01.17,3011,9,9,3019,0,ZYPR,15.01.17,33336,33400,33348,33412,10,1579,0,LOCH,15.01.17,33390,33450,33408,33466,7914,42738,1,1,1,FARB - BTIE,136585,2250,2248,10570,10559
2,1,15.01.17,3011,9,8,48,0,ALBP,15.01.17,33258,33318,33282,33349,9,3019,0,ZYPR,15.01.17,33336,33400,33348,33412,7914,42738,1,1,1,FARB - BTIE,136585,1535,2250,12463,10570
2,1,15.01.17,3011,9,7,1548,0,LETG,15.01.17,33174,33236,33186,33253,8,48,0,ALBP,15.01.17,33258,33318,33282,33349,7914,42738,1,1,1,FARB - BTIE,136585,2245,1535,10550,12463
2,1,15.01.17,3011,9,6,883,0,FREI,15.01.17,33108,33173,33126,33190,7,1548,0,LETG,15.01.17,33174,33236,33186,33253,7914,42738,1,1,1,FARB - BTIE,136585,2253,2245,5122,10550
2,1,15.01.17,3011,9,5,1364,0,KAPP,15.01.17,33036,33102,33048,33112,6,883,0,FREI,15.01.17,33108,33173,33126,33190,7914,42738,1,1,1,FARB - BTIE,136585,2244,2253,10576,5122
2,1,15.01.17,3011,9,4,1026,0,GRIM,15.01.17,32952,33023,32964,33046,5,1364,0,KAPP,15.01.17,33036,33102,33048,33112,7914,42738,1,1,1,FARB - BTIE,136585,2770,2244,10571,10576
2,1,15.01.17,3011,9,3,1570,0,LIND,15.01.17,32886,32949,32904,32964,4,1026,0,GRIM,15.01.17,32952,33023,32964,33046,7914,42738,1,1,1,FARB - BTIE,136585,2535,2770,10537,10571
2,1,15.01.17,3011,9,2,137,0,BACH,15.01.17,32832,32899,32844,32911,3,1570,0,LIND,15.01.17,32886,32949,32904,32964,7914,42738,1,1,1,FARB - BTIE,136585,2818,2535,12583,10537
2,1,15.01.17,3011,9,1,821,0,FARB,15.01.17,32790,32853,32790,32853,2,137,0,BACH,15.01.17,32832,32899,32844,32911,7914,42738,1,1,1,FARB - BTIE,136585,1310,2818,10578,12583
2,1,15.01.17,3056,3,8,48,0,ALBP,15.01.17,30558,30504,30582,30518,9,3019,0,ZYPR,15.01.17,30636,30573,30648,30591,8454,42738,1,1,1,FARB - BTIE,135319,1535,2250,12463,10570
2,1,15.01.17,3056,3,7,1548,0,LETG,15.01.17,30474,30436,30486,30442,8,48,0,ALBP,15.01.17,30558,30504,30582,30518,8454,42738,1,1,1,FARB - BTIE,135319,2245,1535,10550,12463
2,1,15.01.17,3056,3,6,883,0,FREI,15.01.17,30408,30380,30426,30394,7,1548,0,LETG,15.01.17,30474,30436,30486,30442,8454,42738,1,1,1,FARB - BTIE,135319,2253,2245,5122,10550
2,1,15.01.17,3056,3,5,1364,0,KAPP,15.01.17,30336,30314,30348,30330,6,883,0,FREI,15.01.17,30408,30380,30426,30394,8454,42738,1,1,1,FARB - BTIE,135319,2244,2253,10576,5122
2,1,15.01.17,3056,3,4,1026,0,GRIM,15.01.17,30252,30241,30264,30257,5,1364,0,KAPP,15.01.17,30336,30314,30348,30330,8454,42738,1,1,1,FARB - BTIE,135319,2770,2244,10571,10576
2,1,15.01.17,3056,3,3,1570,0,LIND,15.01.17,30186,30192,30204,30206,4,1026,0,GRIM,15.01.17,30252,30241,30264,30257,8454,42738,1,1,1,FARB - BTIE,135319,2535,2770,10537,10571
2,1,15.01.17,3056,3,2,137,0,BACH,15.01.17,30132,30156,30144,30158,3,1570,0,LIND,15.01.17,30186,30192,30204,30206,8454,42738,1,1,1,FARB - BTIE,135319,2818,2535,12583,10537
2,1,15.01.17,3056,3,1,821,0,FARB,15.01.17,30090,30113,30090,30113,2,137,0,BACH,15.01.17,30132,30156,30144,30158,8454,42738,1,1,1,FARB - BTIE,135319,1310,2818,10578,12583
2,1,15.01.17,2081,4,8,1845,0,OPER,15.01.17,36468,36429,36486,36440,9,1456,0,KRES,15.01.17,36534,36489,36546,36503,8482,42743,11,1,11,BEZI - BTIE für Ausfahrt,137366,2104,2612,10538,10577
2,1,15.01.17,2081,4,7,440,0,BELL,15.01.17,36366,36360,36396,36374,8,1845,0,OPER,15.01.17,36468,36429,36486,36440,8482,42743,11,1,11,BEZI - BTIE für Ausfahrt,137366,1565,2104,12485,10538
2,1,15.01.17,2081,4,6,615,0,BURK,15.01.17,36270,36267,36288,36280,7,440,0,BELL,15.01.17,36366,36360,36396,36374,8482,42743,11,1,11,BEZI - BTIE für Ausfahrt,137366,2590,1565,12843,12485
2,1,15.01.17,2081,4,5,601,0,BOES,15.01.17,36180,36158,36192,36171,6,615,0,BURK,15.01.17,36270,36267,36288,36280,8482,42743,11,1,11,BEZI - BTIE für Ausfahrt,137366,2228,2590,12823,12843
2,1,15.01.17,3056,3,24,2907,0,WILD,15.01.17,31866,31831,31878,31841,25,3041,0,BTIE,15.01.17,31950,31908,31950,32533,8454,42738,1,1,1,FARB - BTIE,135319,2651,2788,10566,12775
2,1,15.01.17,3056,3,23,917,0,FROE,15.01.17,31812,31782,31824,31793,24,2907,0,WILD,15.01.17,31866,31831,31878,31841,8454,42738,1,1,1,FARB - BTIE,135319,2680,2651,10545,10566
2,1,15.01.17,3056,3,22,1286,0,HOES,15.01.17,31746,31719,31758,31730,23,917,0,FROE,15.01.17,31812,31782,31824,31793,8454,42738,1,1,1,FARB - BTIE,135319,2615,2680,5964,10545
2,1,15.01.17,3056,3,21,832,0,FELD,15.01.17,31686,31659,31698,31670,22,1286,0,HOES,15.01.17,31746,31719,31758,31730,8454,42738,1,1,1,FARB - BTIE,135319,2689,2615,10560,5964
2,1,15.01.17,3056,3,20,1456,0,KRES,15.01.17,31614,31591,31626,31602,21,832,0,FELD,15.01.17,31686,31659,31698,31670,8454,42738,1,1,1,FARB - BTIE,135319,2612,2689,10577,10560
2,1,15.01.17,3056,3,19,1845,0,OPER,15.01.17,31548,31536,31566,31549,20,1456,0,KRES,15.01.17,31614,31591,31626,31602,8454,42738,1,1,1,FARB - BTIE,135319,2104,2612,10538,10577
2,1,15.01.17,3056,3,18,440,0,BELL,15.01.17,31446,31412,31476,31471,19,1845,0,OPER,15.01.17,31548,31536,31566,31549,8454,42738,1,1,1,FARB - BTIE,135319,1565,2104,12485,10538
2,1,15.01.17,3056,3,17,615,0,BURK,15.01.17,31350,31332,31368,31350,18,440,0,BELL,15.01.17,31446,31412,31476,31471,8454,42738,1,1,1,FARB - BTIE,135319,2590,1565,12843,12485
2,1,15.01.17,3056,3,16,601,0,BOES,15.01.17,31260,31257,31272,31268,17,615,0,BURK,15.01.17,31350,31332,31368,31350,8454,42738,1,1,1,FARB - BTIE,135319,2228,2590,12823,12843
2,1,15.01.17,3056,3,15,1861,0,PARA,15.01.17,31200,31179,31218,31209,16,601,0,BOES,15.01.17,31260,31257,31272,31268,8454,42738,1,1,1,FARB - BTIE,135319,1528,2228,12584,12823
2,1,15.01.17,3056,3,14,2396,0,SIHS,15.01.17,31116,31084,31128,31100,15,1861,0,PARA,15.01.17,31200,31179,31218,31209,8454,42738,1,1,1,FARB - BTIE,135319,2657,1528,10574,12584
2,1,15.01.17,3056,3,13,2556,0,STAU,15.01.17,30948,30912,31038,30998,14,2396,0,SIHS,15.01.17,31116,31084,31128,31100,8454,42738,1,1,1,FARB - BTIE,135319,1502,2657,10622,10574
2,1,15.01.17,3056,3,12,478,0,BEZI,15.01.17,30858,30823,30870,30840,13,2556,0,STAU,15.01.17,30948,30912,31038,30998,8454,42738,1,1,1,FARB - BTIE,135319,1306,1502,12780,10622
2,1,15.01.17,3056,3,11,1357,0,KALK,15.01.17,30774,30731,30792,30758,12,478,0,BEZI,15.01.17,30858,30823,30870,30840,8454,42738,1,1,1,FARB - BTIE,135319,1906,1306,10760,12780
2,1,15.01.17,3056,3,10,1579,0,LOCH,15.01.17,30690,30630,30708,30645,11,1357,0,KALK,15.01.17,30774,30731,30792,30758,8454,42738,1,1,1,FARB - BTIE,135319,2248,1906,10559,10760
2,1,15.01.17,3056,3,9,3019,0,ZYPR,15.01.17,30636,30573,30648,30591,10,1579,0,LOCH,15.01.17,30690,30630,30708,30645,8454,42738,1,1,1,FARB - BTIE,135319,2250,2248,10570,10559
2,1,15.01.17,2081,4,4,1861,0,PARA,15.01.17,36120,36086,36138,36110,5,601,0,BOES,15.01.17,36180,36158,36192,36171,8482,42743,11,1,11,BEZI - BTIE für Ausfahrt,137366,1528,2228,12584,12823
2,1,15.01.17,2081,4,3,2396,0,SIHS,15.01.17,36036,35989,36048,36002,4,1861,0,PARA,15.01.17,36120,36086,36138,36110,8482,42743,11,1,11,BEZI - BTIE für Ausfahrt,137366,2657,1528,10574,12584
2,1,15.01.17,2081,4,2,2556,0,STAU,15.01.17,35868,35880,35958,35903,3,2396,0,SIHS,15.01.17,36036,35989,36048,36002,8482,42743,11,1,11,BEZI - BTIE für Ausfahrt,137366,1502,2657,10622,10574
2,1,15.01.17,2081,4,1,478,0,BEZI,15.01.17,35790,35810,35790,35810,2,2556,0,STAU,15.01.17,35868,35880,35958,35903,8482,42743,11,1,11,BEZI - BTIE für Ausfahrt,137366,1306,1502,12780,10622
2,1,15.01.17,3004,5,24,2907,0,WILD,15.01.17,32766,32718,32778,32728,25,3041,0,BTIE,15.01.17,32850,32800,32850,33438,8511,42738,1,1,1,FARB - BTIE,135232,2651,2788,10566,12775
2,1,15.01.17,3004,5,23,917,0,FROE,15.01.17,32712,32670,32724,32676,24,2907,0,WILD,15.01.17,32766,32718,32778,32728,8511,42738,1,1,1,FARB - BTIE,135232,2680,2651,10545,10566
2,1,15.01.17,3004,5,22,1286,0,HOES,15.01.17,32646,32600,32658,32610,23,917,0,FROE,15.01.17,32712,32670,32724,32676,8511,42738,1,1,1,FARB - BTIE,135232,2615,2680,5964,10545
2,1,15.01.17,3004,5,21,832,0,FELD,15.01.17,32586,32542,32598,32552,22,1286,0,HOES,15.01.17,32646,32600,32658,32610,8511,42738,1,1,1,FARB - BTIE,135232,2689,2615,10560,5964
2,1,15.01.17,3004,5,20,1456,0,KRES,15.01.17,32514,32478,32526,32489,21,832,0,FELD,15.01.17,32586,32542,32598,32552,8511,42738,1,1,1,FARB - BTIE,135232,2612,2689,10577,10560
2,1,15.01.17,3004,5,19,1845,0,OPER,15.01.17,32448,32406,32466,32432,20,1456,0,KRES,15.01.17,32514,32478,32526,32489,8511,42738,1,1,1,FARB - BTIE,135232,2104,2612,10538,10577
2,1,15.01.17,3004,5,18,440,0,BELL,15.01.17,32346,32334,32376,32345,19,1845,0,OPER,15.01.17,32448,32406,32466,32432,8511,42738,1,1,1,FARB - BTIE,135232,1565,2104,12485,10538
2,1,15.01.17,3004,5,17,615,0,BURK,15.01.17,32250,32261,32268,32271,18,440,0,BELL,15.01.17,32346,32334,32376,32345,8511,42738,1,1,1,FARB - BTIE,135232,2590,1565,12843,12485
2,1,15.01.17,3004,5,16,601,0,BOES,15.01.17,32160,32187,32172,32198,17,615,0,BURK,15.01.17,32250,32261,32268,32271,8511,42738,1,1,1,FARB - BTIE,135232,2228,2590,12823,12843
2,1,15.01.17,3004,5,15,1861,0,PARA,15.01.17,32100,32128,32118,32140,16,601,0,BOES,15.01.17,32160,32187,32172,32198,8511,42738,1,1,1,FARB - BTIE,135232,1528,2228,12584,12823
2,1,15.01.17,3004,5,14,2396,0,SIHS,15.01.17,32016,32030,32028,32046,15,1861,0,PARA,15.01.17,32100,32128,32118,32140,8511,42738,1,1,1,FARB - BTIE,135232,2657,1528,10574,12584
2,1,15.01.17,3004,5,13,2556,0,STAU,15.01.17,31848,31878,31938,31932,14,2396,0,SIHS,15.01.17,32016,32030,32028,32046,8511,42738,1,1,1,FARB - BTIE,135232,1502,2657,10622,10574
2,1,15.01.17,3004,5,12,478,0,BEZI,15.01.17,31758,31803,31770,31815,13,2556,0,STAU,15.01.17,31848,31878,31938,31932,8511,42738,1,1,1,FARB - BTIE,135232,1306,1502,12780,10622
2,1,15.01.17,3004,5,11,1357,0,KALK,15.01.17,31674,31674,31692,31740,12,478,0,BEZI,15.01.17,31758,31803,31770,31815,8511,42738,1,1,1,FARB - BTIE,135232,1906,1306,10760,12780
2,1,15.01.17,3004,5,10,1579,0,LOCH,15.01.17,31590,31605,31608,31617,11,1357,0,KALK,15.01.17,31674,31674,31692,31740,8511,42738,1,1,1,FARB - BTIE,135232,2248,1906,10559,10760
2,1,15.01.17,3004,5,9,3019,0,ZYPR,15.01.17,31536,31545,31548,31558,10,1579,0,LOCH,15.01.17,31590,31605,31608,31617,8511,42738,1,1,1,FARB - BTIE,135232,2250,2248,10570,10559
2,1,15.01.17,3004,5,8,48,0,ALBP,15.01.17,31458,31465,31482,31490,9,3019,0,ZYPR,15.01.17,31536,31545,31548,31558,8511,42738,1,1,1,FARB - BTIE,135232,1535,2250,12463,10570
2,1,15.01.17,3004,5,7,1548,0,LETG,15.01.17,31374,31376,31386,31389,8,48,0,ALBP,15.01.17,31458,31465,31482,31490,8511,42738,1,1,1,FARB - BTIE,135232,2245,1535,10550,12463
2,1,15.01.17,3004,5,6,883,0,FREI,15.01.17,31308,31308,31326,31322,7,1548,0,LETG,15.01.17,31374,31376,31386,31389,8511,42738,1,1,1,FARB - BTIE,135232,2253,2245,5122,10550
