nouniquestr,method,company,measurements,trialn
ZuRoI,ac,CTS,0.979856646731525,6
eRuYh,mk,TUW,0.084938029220926,21
aKTdT,ac,TUW,0.643473839834592,13
NTUkO,zf,TUW,0.792463416818272,61
KtCpK,mk,HTC,0.429492041705178,15
PhTYU,ac,HTC,0.240377660134317,7
KFFJU,mk,HTC,0.87614230938724,74
UXWCP,em,HTC,0.021117137598061,26
BkTbV,zf,CTS,0.331418857954447,85
IfUdF,zf,CTS,0.831949255663983,92
ZuRoI,zf,HTC,0.115377095894328,82
eRuYh,em,CTS,0.032646917191277,81
aKTdT,em,CTS,0.888150973766358,55
NTUkO,ac,HTC,0.73404467842522,72
KtCpK,em,TUW,0.455360545054183,64
PhTYU,ac,TUW,0.658915876837692,89
KFFJU,ac,CTS,0.432249598217542,98
UXWCP,zf,CTS,0.854704309892386,26
BkTbV,em,TUW,0.062858603672812,6
IfUdF,ac,TUW,0.338811366612186,56
ZuRoI,ac,CTS,0.532539606605232,81
eRuYh,ac,HTC,0.978076329863591,40
aKTdT,mk,HTC,0.81061978772673,57
NTUkO,mk,CTS,0.895760214740028,31
KtCpK,ac,TUW,0.914228842833458,93
PhTYU,em,HTC,0.420526175509859,95
KFFJU,ac,CTS,0.669624408413777,72
UXWCP,mk,TUW,0.263919284894375,55
BkTbV,mk,CTS,0.352755822363473,11
IfUdF,zf,TUW,0.714648064936979,77
ZuRoI,zf,TUW,0.462410099416604,93
eRuYh,zf,HTC,0.639980052444645,43
aKTdT,mk,TUW,0.463090699247456,72
NTUkO,ac,HTC,0.339832368320969,78
KtCpK,ac,TUW,0.58824495832347,21
PhTYU,mk,TUW,0.646034126006984,58
KFFJU,zf,TUW,0.398213425354293,1
UXWCP,mk,TUW,0.615267039691892,31
BkTbV,em,CTS,0.823984440260326,20
IfUdF,mk,CTS,0.858252290617577,28
ZuRoI,zf,TUW,0.080433597677261,85
eRuYh,em,CTS,0.726912743928345,77
aKTdT,mk,CTS,0.979560310917583,71
NTUkO,em,HTC,0.916742226636366,17
KtCpK,ac,TUW,0.50384676138825,9
PhTYU,zf,HTC,0.9477503728878,95
KFFJU,em,CTS,0.172771060208637,19
UXWCP,mk,CTS,0.410567384612452,92
BkTbV,ac,TUW,0.01451966986942,28
IfUdF,zf,HTC,0.608835476587544,32
ZuRoI,mk,TUW,0.753186950450445,8
eRuYh,mk,CTS,0.011290631988892,26
aKTdT,ac,HTC,0.623478528490428,41
NTUkO,ac,CTS,0.172900479733589,98
KtCpK,em,CTS,0.983851699548334,51
PhTYU,em,TUW,0.293106374246649,0
KFFJU,ac,HTC,0.831863604606588,90
UXWCP,mk,CTS,0.606381252023949,90
BkTbV,ac,HTC,0.086706446191542,1
IfUdF,mk,CTS,0.136168708405653,46
ZuRoI,zf,TUW,0.55806747159104,89
eRuYh,mk,HTC,0.532637500598633,42
aKTdT,em,TUW,0.212475533117797,88
NTUkO,mk,TUW,0.026281678402695,16
KtCpK,ac,CTS,0.534897824890282,11
PhTYU,em,CTS,0.733848611859666,63
KFFJU,ac,TUW,0.249082689869582,36
UXWCP,ac,TUW,0.487653650122527,82
BkTbV,mk,HTC,0.107676837683786,26
IfUdF,zf,TUW,0.48068740482301,62
ZuRoI,mk,TUW,0.671677470842116,39
eRuYh,ac,CTS,0.252911945072753,82
aKTdT,mk,CTS,0.606897778245202,35
NTUkO,zf,CTS,0.35023608247413,79
KtCpK,mk,HTC,0.47114512703075,34
PhTYU,em,HTC,0.650064778082412,88
KFFJU,zf,CTS,0.792161914777566,18
UXWCP,em,CTS,0.038446980705405,78
BkTbV,em,HTC,0.304361235876238,18
IfUdF,em,TUW,0.103666391575152,62
ZuRoI,zf,TUW,0.101458768926666,24
eRuYh,ac,TUW,0.680147897525045,54
aKTdT,em,CTS,0.945480985341215,47
NTUkO,em,HTC,0.566193999674645,93
KtCpK,zf,HTC,0.843544913753266,7
PhTYU,ac,HTC,0.988908377859486,33
KFFJU,em,HTC,0.653105638326186,56
UXWCP,mk,CTS,0.654637033919481,79
BkTbV,ac,CTS,0.375380020971707,22
IfUdF,em,HTC,0.142090597682479,92
ZuRoI,zf,CTS,0.164256768593962,92
eRuYh,zf,TUW,0.584053983371372,85
aKTdT,ac,HTC,0.160592360342561,83
NTUkO,mk,TUW,0.526605706889479,24
KtCpK,em,CTS,0.004540151720792,56
PhTYU,em,TUW,0.984141399504775,81
KFFJU,em,HTC,0.396683638485257,71
UXWCP,em,TUW,0.13523661801736,82
BkTbV,ac,CTS,0.335362985366698,60
IfUdF,zf,HTC,0.521279587401596,9
ZuRoI,em,HTC,0.266475032720627,45
eRuYh,mk,CTS,0.350350780615258,84
aKTdT,ac,TUW,0.329395498234626,74
NTUkO,zf,TUW,0.934879543199372,95
KtCpK,em,TUW,0.79103774727622,6
PhTYU,em,CTS,0.623129148227201,5
KFFJU,em,TUW,0.457023304879247,53
UXWCP,mk,CTS,0.628123709295891,86
BkTbV,em,CTS,0.084016985216982,80
IfUdF,em,CTS,0.950739993799359,33
ZuRoI,ac,HTC,0.171768249625141,57
eRuYh,ac,CTS,0.49346013832207,36
aKTdT,mk,CTS,0.691293458202165,33
NTUkO,mk,HTC,0.167224039643517,78
KtCpK,mk,HTC,0.444886942857365,83
PhTYU,mk,HTC,0.781729455403643,35
KFFJU,ac,HTC,0.364884460418452,84
UXWCP,em,TUW,0.51942295291434,50
BkTbV,em,TUW,0.649704813313089,23
IfUdF,ac,CTS,0.727462092971128,7
ZuRoI,mk,CTS,0.864300300240109,22
eRuYh,zf,TUW,0.682341605719743,65
aKTdT,em,CTS,0.350765723639803,41
NTUkO,em,TUW,0.924365595172694,5
KtCpK,ac,CTS,0.201925760511804,64
PhTYU,em,CTS,0.537797629468703,46
KFFJU,em,TUW,0.045310553358908,70
UXWCP,em,TUW,0.310471041858973,61
BkTbV,ac,TUW,0.491919811661588,45
IfUdF,em,HTC,0.803221588328296,83
ZuRoI,em,HTC,0.857561248670764,15
eRuYh,zf,HTC,0.641042702074968,66
aKTdT,mk,TUW,0.433141415426387,38
NTUkO,mk,HTC,0.744325270390853,30
KtCpK,ac,TUW,0.176561974265866,39
PhTYU,em,TUW,0.382456866209977,43
KFFJU,ac,HTC,0.277223877253673,94
UXWCP,ac,HTC,0.584223288869735,57
BkTbV,zf,TUW,0.684953865301942,26
IfUdF,ac,HTC,0.948426833955049,5
ZuRoI,ac,CTS,0.31189139845489,62
eRuYh,mk,CTS,0.548811398311381,7
aKTdT,mk,TUW,0.409994261982045,27
NTUkO,em,HTC,0.922361109119545,30
KtCpK,ac,HTC,0.56745885566671,32
PhTYU,mk,TUW,0.484886628017912,75
KFFJU,em,CTS,0.930767626272461,45
UXWCP,em,CTS,0.747971242538656,56
BkTbV,zf,HTC,0.607511712082537,25
IfUdF,zf,CTS,0.83222810536312,39
ZuRoI,mk,HTC,0.537852049589338,79
eRuYh,mk,HTC,0.059310321975634,85
aKTdT,zf,CTS,0.589657045176842,94
NTUkO,mk,CTS,0.751236396706478,65
KtCpK,ac,TUW,0.211918156834421,88
PhTYU,mk,CTS,0.505637224998592,31
KFFJU,mk,TUW,0.894723820933452,67
UXWCP,ac,HTC,0.157875201610047,4
BkTbV,zf,TUW,0.806851938221974,52
IfUdF,zf,TUW,0.936518319368275,73
ZuRoI,zf,CTS,0.332754116737675,5
eRuYh,ac,HTC,0.976306309739646,17
aKTdT,mk,CTS,0.109654304945227,61
NTUkO,mk,CTS,0.963665218823233,17
KtCpK,em,HTC,0.391703304144483,96
PhTYU,zf,HTC,0.92857595280545,96
KFFJU,mk,CTS,0.701624650142822,20
UXWCP,em,CTS,0.059268489360346,90
BkTbV,ac,HTC,0.759795358362161,35
IfUdF,mk,CTS,0.96901516031002,71
ZuRoI,zf,TUW,0.468531787927814,90
eRuYh,ac,TUW,0.188835535542138,90
aKTdT,zf,HTC,0.580951727344594,89
NTUkO,mk,TUW,0.447519560544636,5
KtCpK,mk,HTC,0.549126205007169,38
PhTYU,mk,TUW,0.148167881241071,69
KFFJU,em,HTC,0.082227973998978,57
UXWCP,mk,HTC,0.733359221663964,44
BkTbV,mk,HTC,0.054523178345597,62
IfUdF,zf,TUW,0.730906599647115,25
ZuRoI,ac,HTC,0.484506053633503,57
eRuYh,zf,HTC,0.688168089370514,82
aKTdT,mk,HTC,0.416054243690047,45
NTUkO,mk,HTC,0.031333273329627,80
KtCpK,ac,HTC,0.258149765417323,41
PhTYU,ac,TUW,0.452612264687155,58
KFFJU,mk,CTS,0.670892780590215,46
UXWCP,zf,HTC,0.436754786231196,21
BkTbV,em,TUW,0.494665138013678,35
IfUdF,em,CTS,0.452850061348064,34
ZuRoI,ac,TUW,0.1452413980787,15
eRuYh,zf,HTC,0.273212050639076,98
aKTdT,mk,CTS,0.402337293835242,95
NTUkO,zf,TUW,0.738678322248963,85
KtCpK,em,CTS,0.056855098724001,9
PhTYU,ac,CTS,0.557634849079423,84
KFFJU,em,CTS,0.58585445052202,41
UXWCP,mk,CTS,0.357544844918358,68
BkTbV,mk,TUW,0.945041602846219,92
IfUdF,zf,CTS,0.0767911715441,55
ZuRoI,mk,TUW,0.595497590651701,6
eRuYh,em,CTS,0.482198706687144,84
aKTdT,zf,HTC,0.805963573523692,90
NTUkO,zf,TUW,0.646905435720433,71
KtCpK,mk,HTC,0.77083854584095,14
PhTYU,ac,TUW,0.280019362098611,54
KFFJU,ac,TUW,0.790877131793682,57
UXWCP,ac,TUW,0.841986190404744,95
BkTbV,ac,CTS,0.116437913165847,67
IfUdF,ac,TUW,0.368504122464023,61
ZuRoI,zf,HTC,0.679683811714556,21
eRuYh,zf,HTC,0.752123811938514,41
aKTdT,em,HTC,0.586250446170059,31
NTUkO,ac,CTS,0.759149268111576,2
KtCpK,em,HTC,0.905931612605058,8
PhTYU,em,TUW,0.59281431651635,72
KFFJU,mk,CTS,0.714601308416167,1
UXWCP,mk,CTS,0.375961212949618,26
BkTbV,em,CTS,0.092317116455392,82
IfUdF,ac,HTC,0.503872057893912,23
ZuRoI,ac,TUW,0.553614169502714,90
eRuYh,mk,CTS,0.063170688836917,66
aKTdT,em,CTS,0.511487120073878,76
NTUkO,zf,HTC,0.7247293898792,18
KtCpK,ac,CTS,0.759305290423937,33
PhTYU,ac,HTC,0.172126557229053,69
KFFJU,mk,TUW,0.850033582678776,51
UXWCP,zf,TUW,0.520174123494021,19
BkTbV,em,HTC,0.851075282142762,59
IfUdF,mk,HTC,0.495320189499326,50
ZuRoI,ac,HTC,0.478824054762919,21
eRuYh,mk,TUW,0.880528196197727,3
aKTdT,em,HTC,0.031076188835583,50
NTUkO,em,HTC,0.826768717422311,8
KtCpK,mk,CTS,0.441911250811897,81
PhTYU,ac,TUW,0.604557413634505,97
KFFJU,mk,CTS,0.265899277408107,48
UXWCP,mk,TUW,0.017545516759153,64
BkTbV,zf,TUW,0.495200708233719,86
IfUdF,mk,CTS,0.323873407191702,78
ZuRoI,ac,CTS,0.921152474712906,74
eRuYh,em,TUW,0.678379502249525,70
aKTdT,em,HTC,0.557269413212157,44
NTUkO,mk,HTC,0.703478667239421,37
KtCpK,zf,CTS,0.510292464560984,2
PhTYU,zf,TUW,0.959905601694698,72
KFFJU,ac,TUW,0.152704330794487,9
UXWCP,mk,HTC,0.524970246605433,18
BkTbV,ac,CTS,0.246634981334657,57
IfUdF,zf,TUW,0.971498142147097,16
ZuRoI,zf,TUW,0.714944080536961,64
eRuYh,mk,CTS,0.435096247916627,68
aKTdT,mk,CTS,0.266026212998193,49
NTUkO,zf,HTC,0.448415956762863,91
KtCpK,zf,HTC,0.003797627980274,78
PhTYU,zf,HTC,0.782838683017702,72
KFFJU,zf,HTC,0.314436745212802,1
UXWCP,mk,HTC,0.707595351588274,8
BkTbV,em,HTC,0.372928984418266,73
IfUdF,em,HTC,0.248749139003466,71
ZuRoI,em,CTS,0.913420005384754,52
eRuYh,ac,CTS,0.052062293495468,15
aKTdT,ac,TUW,0.320087135512609,91
NTUkO,mk,TUW,0.464565304803635,77
KtCpK,ac,HTC,0.423817847810537,68
PhTYU,em,HTC,0.039400276561892,99
KFFJU,em,CTS,0.046256929593654,18
UXWCP,mk,HTC,0.648986450029375,92
BkTbV,em,CTS,0.41213934589974,56
IfUdF,em,HTC,0.558104708680517,8
ZuRoI,mk,HTC,0.18688751502667,9
eRuYh,mk,HTC,0.628493645807368,69
aKTdT,ac,CTS,0.635926138043519,20
NTUkO,zf,HTC,0.956119777767327,73
KtCpK,ac,HTC,0.21969202574046,53
PhTYU,em,CTS,0.825534704395409,20
KFFJU,em,HTC,0.218661032292627,68
UXWCP,em,TUW,0.461684715655643,49
BkTbV,mk,CTS,0.284994031175984,76
IfUdF,ac,HTC,0.852003211236331,54
ZuRoI,zf,HTC,0.120874052023116,82
eRuYh,ac,TUW,0.2341428834049,15
aKTdT,zf,HTC,0.14687295201327,31
NTUkO,zf,TUW,0.002191254160208,22
KtCpK,zf,TUW,0.162227152061372,64
PhTYU,em,HTC,0.269519435332182,37
KFFJU,zf,TUW,0.380956610305539,20
UXWCP,mk,HTC,0.886981434697893,97
BkTbV,ac,CTS,0.025660446163125,80
IfUdF,zf,TUW,0.018639172085154,74
ZuRoI,em,TUW,0.549571940597021,45
eRuYh,ac,TUW,0.74918324344375,94
aKTdT,ac,TUW,0.15510649413488,14
NTUkO,ac,HTC,0.15233654784302,89
KtCpK,ac,TUW,0.534042842826998,39
PhTYU,zf,TUW,0.277917579662702,83
KFFJU,mk,HTC,0.800025661346121,78
UXWCP,zf,CTS,0.908706075329542,78
BkTbV,ac,CTS,0.32693359860095,48
IfUdF,zf,TUW,0.000492746777161,39
ZuRoI,em,HTC,0.003743074196835,83
eRuYh,zf,TUW,0.925530251615876,14
aKTdT,zf,CTS,0.259980500476007,95
NTUkO,ac,CTS,0.131384971577988,89
KtCpK,em,CTS,0.398176903606932,12
PhTYU,zf,HTC,0.648504916472538,70
KFFJU,ac,HTC,0.945656606157755,59
UXWCP,ac,HTC,0.880512741895553,33
BkTbV,zf,TUW,0.409852082274589,79
IfUdF,em,TUW,0.125079210771733,16
ZuRoI,em,TUW,0.934416761752728,46
eRuYh,mk,HTC,0.241132745247787,15
aKTdT,mk,TUW,0.963581239386697,67
NTUkO,zf,HTC,0.173209198370268,1
KtCpK,ac,HTC,0.797250536799196,49
PhTYU,em,HTC,0.982543182384834,42
KFFJU,mk,TUW,0.567794455298559,19
UXWCP,mk,TUW,0.663688366684803,64
BkTbV,mk,TUW,0.383555835048625,97
IfUdF,em,TUW,0.724723102022023,49
ZuRoI,zf,TUW,0.425968729087454,60
eRuYh,em,TUW,0.241098962692319,69
aKTdT,ac,CTS,0.605997902105707,16
NTUkO,ac,TUW,0.235837291427894,43
KtCpK,zf,HTC,0.683690921814008,43
PhTYU,zf,TUW,0.298600813113305,51
KFFJU,em,TUW,0.46568026547253,60
UXWCP,mk,TUW,0.077166120401964,21
BkTbV,ac,HTC,0.36096830174866,51
IfUdF,em,CTS,0.214611956977879,5
ZuRoI,zf,TUW,0.795833659700459,54
eRuYh,em,TUW,0.829967280230016,76
aKTdT,ac,TUW,0.468071484015028,46
NTUkO,ac,HTC,0.059140069447273,80
KtCpK,em,HTC,0.937089214140948,95
PhTYU,zf,CTS,0.105699552957709,76
KFFJU,em,HTC,0.389154319259253,21
UXWCP,mk,HTC,0.257430664900338,1
BkTbV,ac,TUW,0.13735628809973,91
IfUdF,zf,HTC,0.363341545339036,1
ZuRoI,zf,HTC,0.45662400751621,55
eRuYh,zf,CTS,0.960794033798636,55
aKTdT,mk,HTC,0.190618378442007,46
NTUkO,mk,HTC,0.51808569131706,74
KtCpK,ac,CTS,0.377247325294874,80
PhTYU,em,TUW,0.333602644365123,55
KFFJU,ac,CTS,0.830821733279778,40
UXWCP,mk,CTS,0.24747418840697,84
BkTbV,ac,CTS,0.992474164250462,58
IfUdF,zf,HTC,0.600133166597482,53
ZuRoI,mk,TUW,0.234412127569497,69
eRuYh,em,TUW,0.970037902508635,66
aKTdT,zf,HTC,0.143744963303581,40
NTUkO,em,HTC,0.35474790081036,49
KtCpK,ac,TUW,0.064646640098342,90
PhTYU,ac,TUW,0.693460367833214,47
KFFJU,zf,CTS,0.700791621299253,74
UXWCP,zf,TUW,0.218867433090103,59
BkTbV,mk,TUW,0.181384053680903,59
IfUdF,em,CTS,0.426436715028528,86
ZuRoI,zf,TUW,0.101825781136417,42
eRuYh,zf,TUW,0.277158684292014,29
aKTdT,em,CTS,0.728468876343152,2
NTUkO,mk,TUW,0.302851944582443,60
KtCpK,zf,HTC,0.20144477275898,58
PhTYU,em,CTS,0.317047641030372,2
KFFJU,mk,TUW,0.01700226082776,89
UXWCP,zf,HTC,0.541850794014036,24
BkTbV,zf,CTS,0.405934358492274,54
IfUdF,zf,CTS,0.176472707041089,19
ZuRoI,mk,HTC,0.543792572610833,86
eRuYh,em,HTC,0.089417556328609,93
aKTdT,ac,CTS,0.100211070360887,70
NTUkO,zf,CTS,0.515217810488152,43
KtCpK,zf,CTS,0.231187379362888,87
PhTYU,mk,HTC,0.268102792323745,63
KFFJU,zf,TUW,0.610092977175245,54
UXWCP,zf,CTS,0.710140356410713,96
BkTbV,mk,TUW,0.870172000452167,24
IfUdF,zf,TUW,0.767656218208591,34
ZuRoI,ac,HTC,0.92354993813319,8
eRuYh,ac,HTC,0.587394230594954,1
aKTdT,em,TUW,0.681295385811125,46
NTUkO,ac,CTS,0.528503137555853,26
KtCpK,em,CTS,0.657729038076239,1
PhTYU,zf,HTC,0.101011127398131,44
KFFJU,ac,TUW,0.580442936974417,63
UXWCP,em,HTC,0.022681467903344,13
BkTbV,zf,TUW,0.561754730560693,42
IfUdF,em,HTC,0.792788156947844,63
ZuRoI,zf,TUW,0.002794754117984,98
eRuYh,ac,CTS,0.394884850209539,31
aKTdT,em,HTC,0.045576084456198,7
NTUkO,ac,CTS,0.838185147097637,67
KtCpK,zf,HTC,0.944909957515224,40
PhTYU,ac,CTS,0.541758043233644,29
KFFJU,mk,CTS,0.811691342878044,16
UXWCP,em,CTS,0.495806323005728,59
BkTbV,em,HTC,0.612525234619465,27
IfUdF,zf,CTS,0.241670554326855,7
ZuRoI,em,CTS,0.429533366019261,91
eRuYh,zf,HTC,0.42748411716077,93
aKTdT,ac,TUW,0.419565719659284,78
NTUkO,mk,CTS,0.989886234229164,74
KtCpK,mk,CTS,0.996590493147642,66
PhTYU,mk,CTS,0.531452040845756,99
KFFJU,em,TUW,0.838304560704752,33
UXWCP,ac,CTS,0.469528105201691,72
BkTbV,em,HTC,0.370713175132321,13
IfUdF,zf,CTS,0.410396178800911,20
ZuRoI,mk,CTS,0.783633445061653,73
eRuYh,mk,HTC,0.542389068096401,98
aKTdT,ac,HTC,0.672439807183135,70
NTUkO,mk,HTC,0.035807878294033,65
KtCpK,mk,CTS,0.014612064097233,54
PhTYU,ac,HTC,0.999130759269376,49
KFFJU,mk,CTS,0.19074608995702,60
UXWCP,zf,TUW,0.085960708002293,57
BkTbV,em,TUW,0.01954200029031,70
IfUdF,em,TUW,0.133090875316553,83
ZuRoI,zf,CTS,0.969796839021632,80
eRuYh,ac,CTS,0.286554160889345,1
aKTdT,zf,TUW,0.319705829068866,98
NTUkO,em,HTC,0.29217058754087,12
KtCpK,em,CTS,0.069340993082138,82
PhTYU,zf,CTS,0.678291955981768,96
KFFJU,em,CTS,0.632475246855913,30
UXWCP,ac,HTC,0.068174566529858,37
BkTbV,zf,HTC,0.458705153060241,69
IfUdF,em,HTC,0.619240823535205,82
ZuRoI,zf,CTS,0.99758527593849,73
eRuYh,ac,CTS,0.389830984431685,18
aKTdT,zf,HTC,0.14421419377321,54
NTUkO,mk,HTC,0.300697092651326,49
KtCpK,zf,TUW,0.652010811160569,51
PhTYU,em,CTS,0.383410107872519,12
KFFJU,zf,CTS,0.602501432394619,61
UXWCP,mk,HTC,0.309767715857316,87
BkTbV,em,CTS,0.980946153739606,45
IfUdF,zf,CTS,0.037286752969581,66
ZuRoI,em,TUW,0.320957313217081,28
eRuYh,mk,TUW,0.103288561838734,15
aKTdT,em,CTS,0.479631339556789,40
NTUkO,ac,TUW,0.553054731477132,91
KtCpK,em,TUW,0.088602243157904,20
PhTYU,zf,HTC,0.948216604276917,35
KFFJU,ac,CTS,0.496640751221494,86
UXWCP,ac,TUW,0.265535197772333,79
BkTbV,em,CTS,0.589104712496243,88
IfUdF,zf,HTC,0.813586886872129,34
ZuRoI,mk,HTC,0.360865243745329,10
eRuYh,em,HTC,0.193409266866719,48
aKTdT,zf,TUW,0.188083347362377,4
NTUkO,em,CTS,0.396249660295931,44
KtCpK,ac,CTS,0.842713456442067,67
PhTYU,em,HTC,0.731703533341257,21
KFFJU,zf,CTS,0.624635344221902,33
UXWCP,ac,CTS,0.987133621291846,5
BkTbV,ac,HTC,0.572098875276127,34
IfUdF,zf,CTS,0.034890548891854,65
ZuRoI,mk,CTS,0.368061362467311,6
eRuYh,mk,HTC,0.619568257019723,40
aKTdT,em,HTC,0.768876578714771,94
NTUkO,zf,CTS,0.339042931487498,5
KtCpK,em,TUW,0.557036003481893,9
PhTYU,em,HTC,0.125911333181651,9
KFFJU,em,TUW,0.464651596526034,31
UXWCP,ac,CTS,0.109798872039324,85
BkTbV,em,HTC,0.215771904537766,81
IfUdF,ac,TUW,0.032011029863161,29
ZuRoI,zf,HTC,0.907015700360145,67
eRuYh,zf,CTS,0.510383089436451,19
aKTdT,mk,HTC,0.722549505983362,62
NTUkO,mk,HTC,0.355577314967285,48
KtCpK,zf,CTS,0.832900361320125,40
PhTYU,mk,HTC,0.5485263174767,91
KFFJU,zf,TUW,0.844275105143667,56
UXWCP,ac,TUW,0.146912062059375,8
BkTbV,mk,CTS,0.618421849966211,95
IfUdF,mk,CTS,0.813379247675627,39
ZuRoI,mk,HTC,0.419526266422962,68
eRuYh,ac,CTS,0.058082904485429,19
aKTdT,zf,TUW,0.658702739712084,57
NTUkO,ac,HTC,0.192665923534424,64
KtCpK,mk,HTC,0.016333233908013,42
PhTYU,mk,TUW,0.857586086671024,64
KFFJU,zf,HTC,0.737564750365354,75
UXWCP,em,TUW,0.600223260987182,63
BkTbV,ac,CTS,0.598524460508407,91
IfUdF,ac,CTS,0.41176485001758,82
ZuRoI,ac,HTC,0.558658108434849,79
eRuYh,zf,HTC,0.391723902250533,77
aKTdT,zf,HTC,0.896772029797721,23
NTUkO,zf,HTC,0.038088432229382,81
KtCpK,ac,HTC,0.951204581090625,6
PhTYU,ac,HTC,0.098563436002207,19
KFFJU,ac,HTC,0.055371265368293,99
UXWCP,mk,CTS,0.094572678270889,72
BkTbV,mk,HTC,0.881139571440499,71
IfUdF,em,HTC,0.897298225121724,82
ZuRoI,mk,HTC,0.324140671450105,98
eRuYh,mk,CTS,0.451027412244438,23
aKTdT,ac,HTC,0.178855954234259,4
NTUkO,ac,HTC,0.359155426036279,0
KtCpK,mk,HTC,0.872339749754178,57
PhTYU,mk,TUW,0.000568671573642,2
KFFJU,ac,CTS,0.875076328936441,7
UXWCP,em,TUW,0.204532749544139,20
BkTbV,ac,TUW,0.307061789193338,49
IfUdF,ac,TUW,0.596886625600519,34
ZuRoI,mk,HTC,0.521745444785069,32
eRuYh,zf,CTS,0.189610092863509,25
aKTdT,ac,TUW,0.836987986598914,8
NTUkO,ac,CTS,0.418388826584969,21
KtCpK,ac,CTS,0.47942578812248,78
PhTYU,mk,TUW,0.359896389689444,82
KFFJU,mk,CTS,0.573660362805203,65
UXWCP,ac,CTS,0.161414025690456,78
BkTbV,em,CTS,0.448744319136245,89
IfUdF,mk,CTS,0.61974915922608,13
ZuRoI,zf,CTS,0.728943857320586,42
eRuYh,zf,HTC,0.482783803660954,60
aKTdT,zf,CTS,0.841779570515759,76
NTUkO,mk,CTS,0.089944215276825,83
KtCpK,ac,HTC,0.333673550941714,77
PhTYU,mk,TUW,0.108612237519691,22
KFFJU,zf,CTS,0.972235211928175,55
UXWCP,em,HTC,0.533955137016941,73
BkTbV,zf,CTS,0.790717892639094,48
IfUdF,zf,HTC,0.22744266628767,37
ZuRoI,ac,TUW,0.498740584688422,12
eRuYh,ac,HTC,0.06262706478577,41
aKTdT,zf,CTS,0.505894191590308,78
NTUkO,ac,HTC,0.576303188874023,36
KtCpK,zf,CTS,0.3430551304518,20
PhTYU,em,HTC,0.387089578311852,96
KFFJU,em,HTC,0.249008786697215,8
UXWCP,em,TUW,0.739121331809886,95
BkTbV,em,HTC,0.83654679976117,73
IfUdF,ac,TUW,0.549084501859679,37
ZuRoI,mk,HTC,0.500599719623014,19
eRuYh,ac,CTS,0.554240295521836,96
aKTdT,em,HTC,0.277275909312226,7
NTUkO,ac,TUW,0.596776549152487,12
KtCpK,ac,CTS,0.277698222669332,50
PhTYU,ac,TUW,0.732395489793869,77
KFFJU,mk,TUW,0.738583368303976,41
UXWCP,zf,HTC,0.355048674614605,88
BkTbV,ac,CTS,0.829598101498799,45
IfUdF,ac,HTC,0.415332057791011,22
ZuRoI,zf,TUW,0.091783273452992,44
eRuYh,zf,HTC,0.390456685057108,56
aKTdT,zf,CTS,0.939031079854177,88
NTUkO,em,CTS,0.736430053829821,59
KtCpK,em,HTC,0.090216062650513,25
PhTYU,em,TUW,0.655272152035818,10
KFFJU,mk,HTC,0.45950879810743,93
UXWCP,zf,CTS,0.56192408114143,36
BkTbV,mk,HTC,0.752559324678565,87
IfUdF,zf,TUW,0.107899326235771,20
ZuRoI,ac,CTS,0.390154213561401,27
eRuYh,ac,TUW,0.050968972125632,35
aKTdT,em,TUW,0.071562616240652,91
NTUkO,ac,HTC,0.808631564800164,5
KtCpK,ac,HTC,0.294513561364715,46
PhTYU,mk,CTS,0.299068835855965,25
KFFJU,zf,CTS,0.676759665194125,21
UXWCP,zf,HTC,0.095321858572011,14
BkTbV,mk,CTS,0.219051907735433,33
IfUdF,ac,TUW,0.899531724590045,70
ZuRoI,zf,TUW,0.703636845007308,63
eRuYh,mk,TUW,0.792484392981793,76
aKTdT,zf,TUW,0.499085110299085,7
NTUkO,ac,HTC,0.083057917824742,67
KtCpK,em,TUW,0.489244293170101,76
PhTYU,ac,CTS,0.516611042553178,78
KFFJU,em,TUW,0.865490998779597,55
UXWCP,zf,HTC,0.642154741039833,6
BkTbV,zf,CTS,0.192749078040208,83
IfUdF,ac,HTC,0.11413325437965,75
ZuRoI,mk,TUW,0.418839329868711,83
eRuYh,zf,CTS,0.213610267858324,53
aKTdT,em,TUW,0.618823145454394,35
NTUkO,ac,TUW,0.183712227649963,8
KtCpK,em,HTC,0.963717891620667,40
PhTYU,em,TUW,0.435704654108657,65
KFFJU,zf,CTS,0.347354641437349,29
UXWCP,zf,TUW,0.143293529359864,46
BkTbV,mk,HTC,0.540066039267882,25
IfUdF,zf,HTC,0.086129894833316,70
ZuRoI,em,HTC,0.93517482238713,2
eRuYh,zf,HTC,0.365838915257767,1
aKTdT,ac,CTS,0.148092538062196,27
NTUkO,mk,TUW,0.309814280691319,69
KtCpK,em,TUW,0.033827110619069,55
PhTYU,mk,TUW,0.330449140457129,46
KFFJU,ac,TUW,0.940168914394668,5
UXWCP,zf,TUW,0.059899559993034,99
BkTbV,ac,CTS,0.830892047778397,38
IfUdF,em,CTS,0.128858790203186,84
ZuRoI,mk,TUW,0.703125768458473,49
eRuYh,zf,HTC,0.34547535277133,40
aKTdT,ac,HTC,0.563552497008568,62
NTUkO,zf,TUW,0.22343367015991,1
KtCpK,em,TUW,0.900345457432081,76
PhTYU,ac,HTC,0.05250024538582,50
KFFJU,zf,CTS,0.117928339006575,92
UXWCP,ac,HTC,0.454127304315943,49
BkTbV,zf,TUW,0.725646208986738,78
IfUdF,ac,HTC,0.847105393856734,83
ZuRoI,ac,HTC,0.228996741230064,82
